Application Number,Nameplate Rating
SD-CSI-19157,4
SD-CSI-18291,5
SD-CSI-10080,3.36
SD-CSI-20439,8.175
SD-CSI-09785,2.3
SD-CSI-18873,3.75
SD-CSI-19560,3.5
SD-CSI-10095,2.82
SD-CSI-18371,4.05
SD-CSI-21480,4.25
SD-CSI-10987,5.28
SD-CSI-03149,1.728
SD-CSI-05885,8.1
SD-CSI-10990,8.1
SD-CSI-19406,8.64
SD-CSI-18308,7.28
SD-CSI-16080,4.59
SD-CSI-10991,8.1
SD-CSI-11295,6.48
SD-CSI-16820,5.61
SD-CSI-12571,5.75
SD-CSI-08661,2.585
SD-CSI-06800,5.25
SD-CSI-02493,3.15
SD-CSI-18562,5.8
SD-CSI-18557,5.886
SD-CSI-00780,5.25
SD-CSI-08230,4.3
SD-CSI-11005,8.64
SD-CSI-08945,9
SD-CSI-11902,3.84
SD-CSI-06250,3.52
SD-CSI-03733,3.42
SD-CSI-12190,5.76
SD-CSI-19259,5.5
SD-CSI-09023,4.7
SD-CSI-18600,5.39
SD-CSI-16170,7.28
SD-CSI-13296,3.12
SD-CSI-18601,5.39
SD-CSI-13808,8.28
SD-CSI-20360,5.13
SD-CSI-12299,6.86
SD-CSI-20533,6.16
SD-CSI-18978,5.39
SD-CSI-20540,4.578
SD-CSI-05387,7.29
SD-CSI-18627,3.43
SD-CSI-10794,4.14
SD-CSI-16027,7.92
SD-CSI-18990,3.43
SD-CSI-18083,20.3
SD-CSI-18991,4.25
SD-CSI-18635,3.43
SD-CSI-14479,3.36
SD-CSI-19505,7.5
SD-CSI-06285,5.67
SD-CSI-17187,6.5
SD-CSI-00085,4.29
SD-CSI-08298,4.5
SD-CSI-17033,6.37
SD-CSI-17005,7.8
SD-CSI-09982,5.64
SD-CSI-19520,4.25
SD-CSI-04820,55.93
SD-CSI-19521,7
SD-CSI-08797,3.6
SD-CSI-20630,5
SD-CSI-01093,3.63
SD-CSI-03972,5.59
SD-CSI-18605,5.39
SD-CSI-13329,4.578
SD-CSI-13018,4.9
SD-CSI-18412,6.867
SD-CSI-16075,4.165
SD-CSI-11082,3.01
SD-CSI-02133,5.74
SD-CSI-14889,9.156
SD-CSI-19067,2.45
SD-CSI-13703,6.54
SD-CSI-16310,4.32
SD-CSI-11285,4.7
SD-CSI-07980,15.275
SD-CSI-11417,4.14
SD-CSI-06724,6.72
SD-CSI-16654,2.6
SD-CSI-07624,5.88
SD-CSI-15633,6.37
SD-CSI-00111,5.32
SD-CSI-18191,3.64
SD-CSI-19077,3.43
SD-CSI-17453,8.415
SD-CSI-01764,3.01
SD-CSI-08864,5.76
SD-CSI-11094,5.4
SD-CSI-12426,9.18
SD-CSI-17097,11.772
SD-CSI-12878,6.44
SD-CSI-14910,7.848
SD-CSI-12521,9.81
SD-CSI-08866,4.76
SD-CSI-19588,8.64
SD-CSI-10032,5.76
SD-CSI-11270,8.904
SD-CSI-12520,6.37
SD-CSI-11275,6.075
SD-CSI-04946,4.83
SD-CSI-18498,4.05
SD-CSI-19351,3.75
SD-CSI-16389,3.43
SD-CSI-16408,5.39
SD-CSI-18977,6.37
SD-CSI-15049,8.5
SD-CSI-10408,16.8
SD-CSI-10949,4.95
SD-CSI-13074,9.156
SD-CSI-19153,4
SD-CSI-16432,4.8
SD-CSI-20553,2.86
SD-CSI-14768,5.145
SD-CSI-15795,5.28
SD-CSI-07396,4.05
SD-CSI-15408,4.32
SD-CSI-03558,4.73
SD-CSI-13075,5.886
SD-CSI-19415,5.25
SD-CSI-18919,3.43
SD-CSI-04825,55.93
SD-CSI-12736,2.88
SD-CSI-18890,5
SD-CSI-16821,4.08
SD-CSI-15437,4.9
SD-CSI-08417,1.89
SD-CSI-18936,7.35
SD-CSI-19820,5
SD-CSI-15226,5.12
SD-CSI-18589,6.5
SD-CSI-09029,4.6
SD-CSI-18594,5.5
SD-CSI-06253,2.72
SD-CSI-04306,6.93
SD-CSI-01916,2.52
SD-CSI-18612,4.25
SD-CSI-07160,7.755
SD-CSI-00064,944.61
SD-CSI-16915,6.37
SD-CSI-19464,3.43
SD-CSI-18626,3.5
SD-CSI-02367,2.7
SD-CSI-15899,4.8
SD-CSI-20565,6.867
SD-CSI-06866,5.04
SD-CSI-14040,2.64
SD-CSI-18638,3.43
SD-CSI-19014,4.165
SD-CSI-05082,5
SD-CSI-18809,6.63
SD-CSI-01744,3.96
SD-CSI-16947,4.59
SD-CSI-20115,3.64
SD-CSI-10812,7.68
SD-CSI-17371,2.6
SD-CSI-07936,4.41
SD-CSI-08772,8.28
SD-CSI-15573,4.75
SD-CSI-14536,4.08
SD-CSI-15034,5.61
SD-CSI-20629,4.5
SD-CSI-16806,2.45
SD-CSI-18175,7.65
SD-CSI-10977,5.4
SD-CSI-01714,3.2625
SD-CSI-19853,6.27
SD-CSI-11564,5.544
SD-CSI-14205,7.02
SD-CSI-05818,2.07
SD-CSI-19074,4.25
SD-CSI-01029,3.51
SD-CSI-13430,3.84
SD-CSI-17675,4.5
SD-CSI-18754,5.75
SD-CSI-21200,4.5
SD-CSI-05180,4.23
SD-CSI-20298,4
SD-CSI-16539,5.28
SD-CSI-08868,4.23
SD-CSI-00922,7.4
SD-CSI-16344,3.36
SD-CSI-19806,5.22
SD-CSI-14796,5.886
SD-CSI-16353,3.84
SD-CSI-10721,4.7
SD-CSI-18831,6
SD-CSI-14733,3.2
SD-CSI-02211,5.4
SD-CSI-15299,6.72
SD-CSI-09638,5.04
SD-CSI-04084,3.075
SD-CSI-14771,4.578
SD-CSI-01475,4.928
SD-CSI-04287,6.72
SD-CSI-11317,7.2
SD-CSI-12358,6.867
SD-CSI-01730,2.34
SD-CSI-06436,2.88
SD-CSI-01367,4.828
SD-CSI-14413,3.68
SD-CSI-00971,10.12
SD-CSI-05085,20.16
SD-CSI-02934,3.675
SD-CSI-07905,1.428
SD-CSI-01747,8.28
SD-CSI-02779,25.8
SD-CSI-16279,5.88
SD-CSI-06950,4.725
SD-CSI-06556,2.3
SD-CSI-00898,4.41
SD-CSI-06188,5.46
SD-CSI-18217,9.8
SD-CSI-19068,14
SD-CSI-17595,4.08
SD-CSI-02029,4.2
SD-CSI-03465,14.19
SD-CSI-01455,5.408
SD-CSI-20011,7
SD-CSI-01660,4.16
SD-CSI-00712,6.51
SD-CSI-11018,6.9
SD-CSI-18741,6.48
SD-CSI-08491,3.15
SD-CSI-07784,2.07
SD-MASH-00026,19.32
SD-CSI-07402,8.28
SD-CSI-08610,3.6
SD-CSI-18005,5.4
SD-CSI-08640,4.32
SD-CSI-00496,5.4
SD-CSI-01922,5.28
SD-CSI-06660,4.83
SD-CSI-09248,2.64
SD-CSI-09251,2.3
SD-CSI-12627,2.82
SD-CSI-09017,3.84
SD-CSI-02349,3.6
SD-CSI-07134,3.6
SD-CSI-02048,3.96
SD-CSI-18970,3
SD-CSI-02052,4.2
SD-CSI-10069,6.58
SD-CSI-06333,1.62
SD-CSI-09520,3.84
SD-CSI-16892,9.156
SD-CSI-21598,3.5
SD-CSI-05386,4.2
SD-CSI-02088,4.2
SD-CSI-18648,4.02
SD-CSI-11051,6.44
SD-CSI-08218,3.29
SD-CSI-17834,7.155
SD-CSI-09655,3.36
SD-MASH-00027,15.18
SD-CSI-02967,3.87
SD-CSI-03665,3.6
SD-CSI-08634,3.15
SD-CSI-20294,2.16
SD-CSI-02970,2.2
SD-CSI-20297,3.06
SD-CSI-09855,2.912
SD-CSI-07992,2.8
SD-CSI-12862,2.82
SD-CSI-07631,2.28
SD-CSI-09140,1.15
SD-CSI-12072,3.22
SD-CSI-07276,1.68
SD-CSI-06317,4.56
SD-CSI-17953,4.5
SD-CSI-02839,1.26
SD-CSI-01234,3.99
SD-CSI-02299,3.15
SD-CSI-12586,4.578
SD-CSI-05247,2.78
SD-CSI-07308,3.15
SD-CSI-10366,1.92
SD-CSI-01305,3.6
SD-CSI-02194,3.584
SD-CSI-13244,5.232
SD-CSI-08429,2.618
SD-CSI-01635,3.6
SD-CSI-05719,3.01
SD-CSI-08936,4.8
SD-CSI-09188,2.052
SD-CSI-13038,2.94
SD-CSI-05721,4.73
SD-CSI-08459,2.025
SD-CSI-16036,3.84
SD-CSI-04258,1.505
SD-CSI-10028,9.6
SD-CSI-19672,13.92
SD-CSI-05916,16
SD-CSI-01776,3.42
SD-CSI-11313,18
SD-CSI-10097,15.18
SD-CSI-12711,6.867
SD-CSI-12356,5.232
SD-CSI-01817,12.42
SD-CSI-06778,6.44
SD-CSI-11156,15.36
SD-CSI-08498,7.65
SD-CSI-09869,5.64
SD-CSI-16072,18.312
SD-CSI-06218,9.46
SD-CSI-15810,5.88
SD-CSI-18480,9.01
SD-CSI-18242,3.25
SD-CSI-03014,18.06
SD-CSI-07769,9.6
SD-CSI-10108,6.58
SD-CSI-20340,13.515
SD-CSI-07084,10.105
SD-CSI-14358,10.71
SD-CSI-10118,7.2
SD-CSI-09488,5.52
SD-CSI-14371,9.156
SD-CSI-12471,7.392
SD-CSI-12472,6.468
SD-CSI-14385,3.27
SD-CSI-12366,9.81
SD-CSI-16838,6.867
SD-CSI-18224,9.86
SD-CSI-13090,7.848
SD-CSI-03248,6.272
SD-CSI-13993,6.867
SD-CSI-08680,6.9
SD-CSI-06251,6.9
SD-CSI-14854,9.156
SD-CSI-21238,9.75
SD-CSI-09008,8.46
SD-CSI-03461,20.7
SD-CSI-00040,4.8
SD-CSI-07430,7.29
SD-CSI-21025,5.2
SD-CSI-14401,4.48
SD-CSI-12618,16.32
SD-CSI-00048,8.8
SD-CSI-21247,7.32
SD-CSI-07208,5.76
SD-CSI-04457,6.9
SD-CSI-00398,7.014
SD-CSI-04769,1.68
SD-CSI-09032,7.59
SD-CSI-17915,13
SD-CSI-15489,8.64
SD-CSI-19531,8.7
SD-CSI-16897,8.58
SD-CSI-11204,6.426
SD-CSI-04776,8.64
SD-CSI-11208,6.21
SD-CSI-17349,9.156
SD-CSI-12381,7.848
SD-CSI-10797,5.18
SD-CSI-10561,6.58
SD-CSI-14995,9.156
SD-CSI-11605,7.99
SD-CSI-02076,5.76
SD-CSI-03907,6.11
SD-CSI-15500,11.96
SD-CSI-14244,11.772
SD-CSI-03523,8.61
SD-CSI-15532,10.56
SD-CSI-20878,6.36
SD-CSI-21602,8
SD-CSI-19204,5.28
SD-CSI-15530,3.84
SD-CSI-13547,6.72
SD-CSI-08641,5.76
SD-CSI-14054,8.16
SD-CSI-13313,27.468
SD-CSI-09960,9.87
SD-CSI-20588,9.28
SD-CSI-00082,17.16
SD-CSI-02753,2.2
SD-CSI-21547,10.5
SD-CSI-12950,8.16
SD-CSI-00749,12.6
SD-CSI-11374,16.64
SD-CSI-20599,8.37
SD-CSI-12066,3.84
SD-CSI-21478,7.25
SD-CSI-16983,13.005
SD-CSI-19992,8.4
SD-CSI-09143,3.84
SD-CSI-13647,9.156
SD-CSI-01658,6.3
SD-CSI-05622,22.275
SD-CSI-19509,6.96
SD-CSI-18138,9.555
SD-CSI-07567,7.425
SD-CSI-04206,9.03
SD-CSI-02763,3.69
SD-CSI-11383,10.5
SD-CSI-11944,6.9
SD-CSI-07932,7.84
SD-CSI-15576,6.37
SD-CSI-18692,7.28
SD-CSI-16280,15.84
SD-CSI-13670,7.848
SD-CSI-12501,27.468
SD-CSI-05624,5.85
SD-CSI-02954,5.52
SD-CSI-13677,9.156
SD-CSI-21484,7.28
SD-CSI-03765,8.775
SD-CSI-18758,6.36
SD-CSI-03414,6.12
SD-CSI-02465,3.68
SD-CSI-17697,13.5
SD-CSI-12720,15.696
SD-CSI-06510,10.92
SD-CSI-18715,5.886
SD-CSI-09107,4.44
SD-CSI-02792,1.512
SD-CSI-17031,7.14
SD-CSI-14584,13.2
SD-CSI-01686,8.16
SD-CSI-17739,15.6
SD-CSI-08351,2.25
SD-CSI-14896,7.65
SD-CSI-08363,12.925
SD-CSI-18495,8.835
SD-CSI-19080,7.56
SD-CSI-10720,9.945
SD-CSI-18491,10.83
SD-CSI-21094,6.36
SD-CSI-18759,6.867
SD-CSI-16457,5.886
SD-CSI-12872,9.156
SD-CSI-09361,1.944
SD-CSI-03332,13.44
SD-CSI-13234,11.445
SD-CSI-19578,9.18
SD-CSI-05196,2.73
SD-CSI-09812,7.14
SD-CSI-19579,10.464
SD-CSI-19104,6.5
SD-CSI-02425,5.376
SD-CSI-20018,6.867
SD-CSI-08552,5.016
SD-CSI-03336,6.72
SD-CSI-08878,6.02
SD-CSI-20912,5.3
SD-CSI-16155,8.64
SD-CSI-20200,10.44
SD-CSI-05219,5.06
SD-CSI-14673,9.156
SD-CSI-17472,8.58
SD-CSI-16533,7.848
SD-CSI-00362,2
SD-CSI-20033,7
SD-CSI-13050,7.848
SD-CSI-09383,8.208
SD-CSI-09176,3.84
SD-CSI-20748,3
SD-CSI-20919,9.72
SD-CSI-10328,21.84
SD-CSI-15331,14
SD-CSI-14705,9.156
SD-CSI-13607,13.08
SD-CSI-08905,7.68
SD-CSI-14746,7.848
SD-CSI-18375,5.4
SD-CSI-09411,5.17
SD-CSI-14727,12.22
SD-CSI-15735,6.867
SD-CSI-17703,5.76
SD-CSI-07017,3.29
SD-CSI-13903,9.156
SD-CSI-05496,7.56
SD-CSI-00325,5.94
SD-CSI-04682,8.28
SD-CSI-11729,5.04
SD-CSI-08934,6.66
SD-CSI-01468,4.56
SD-CSI-18281,6.5
SD-CSI-05725,5.04
SD-CSI-09195,8.91
SD-CSI-10407,4.05
SD-CSI-02862,5.74
SD-CSI-10730,8.82
SD-CSI-05727,7.755
SD-CSI-10731,8.88
SD-CSI-04913,5.46
SD-CSI-20799,4.86
SD-CSI-08561,4.56
SD-CSI-01784,6.15
SD-CSI-13929,9.156
SD-CSI-09884,8.64
SD-CSI-04061,5.85
SD-CSI-00170,4.992
SD-CSI-10934,4.5
SD-CSI-15378,13.734
SD-CSI-00981,4.2
SD-CSI-09203,2.88
SD-CSI-08145,7.14
SD-CSI-06619,2.8
SD-CSI-08422,5.06
SD-CSI-00005,10.965
SD-CSI-02838,14.26
SD-CSI-17842,6.21
SD-CSI-00553,6.765
SD-CSI-07089,3.29
SD-CSI-04886,6.44
SD-CSI-16746,10.56
SD-CSI-05044,3.76
SD-CSI-18297,4.94
SD-CSI-02274,3.9
SD-CSI-12357,5.13
SD-CSI-12566,3.68
SD-CSI-10988,13.8
SD-CSI-07066,8.75
SD-CSI-04070,7.56
SD-CSI-21000,9.156
SD-CSI-04387,1.728
SD-CSI-11829,8.96
SD-CSI-09217,3.36
SD-CSI-09511,1.8
SD-CSI-01999,2.8
SD-CSI-19964,4
SD-CSI-22330,6.48
SD-CSI-15429,5.1
SD-CSI-20837,5.72
SD-CSI-11687,5.724
SD-CSI-09857,2.25
SD-CSI-08183,4.7
SD-CSI-18542,4.32
SD-CSI-07777,4.62
SD-CSI-17271,8.5
SD-CSI-10993,11.25
SD-CSI-12284,7.92
SD-CSI-07776,5.472
SD-CSI-02689,5.52
SD-CSI-16681,3.84
SD-CSI-16809,5.39
SD-CSI-07423,7.04
SD-CSI-00552,2.057
SD-CSI-02336,2.2
SD-CSI-02330,7.56
SD-CSI-00192,7.6
SD-CSI-20063,8.64
SD-CSI-01589,3.36
SD-CSI-01662,6.8
SD-CSI-13632,11.772
SD-CSI-00803,11.2
SD-CSI-07436,1.38
SD-CSI-02692,1.26
SD-CSI-10520,7.52
SD-CSI-00136,5.94
SD-CSI-14964,6.44
SD-CSI-15831,5.1
SD-CSI-10757,6.27
SD-CSI-07101,4.9
SD-CSI-10130,6.11
SD-CSI-11756,4.32
SD-CSI-14441,7.2
SD-CSI-12764,2.4
SD-CSI-02910,4.32
SD-CSI-18054,6
SD-CSI-03887,1.728
SD-CSI-18535,8.085
SD-CSI-01113,4.94
SD-CSI-15725,5.88
SD-CSI-05015,18.48
SD-CSI-16768,5.76
SD-CSI-00880,4.32
SD-CSI-18037,6.21
SD-CSI-18319,10.4
SD-CSI-16156,5.76
SD-CSI-06817,10.08
SD-CSI-09259,6.48
SD-CSI-04447,9.66
SD-CSI-01360,9.1
SD-CSI-20508,4.59
SD-CSI-11695,4.6
SD-CSI-15455,9.81
SD-CSI-19975,6.84
SD-CSI-13791,11.772
SD-CSI-08637,5.28
SD-CSI-02505,2.1
SD-CSI-19442,4.08
SD-CSI-11196,6.21
SD-CSI-03188,5.88
SD-CSI-07831,1.72
SD-CSI-14009,4.905
SD-CSI-18363,4.2
SD-CSI-09470,4.14
SD-CSI-11759,4.6
SD-CSI-00572,2.496
SD-CSI-18603,5.39
SD-CSI-17611,4
SD-CSI-11195,4.48
SD-CSI-10166,2.88
SD-CSI-17335,5.1
SD-CSI-01118,5.88
SD-CSI-00574,4.55
SD-CSI-07037,5.94
SD-CSI-18190,9.36
SD-CSI-11350,9
SD-CSI-16885,4.59
SD-CSI-01366,3.96
SD-CSI-03466,1.728
SD-CSI-15190,4.25
SD-CSI-18062,9.1
SD-CSI-14817,9.555
SD-CSI-00835,3.22
SD-CSI-12963,5.28
SD-CSI-08257,5.52
SD-CSI-18405,9.81
SD-CSI-01575,3.136
SD-CSI-08749,3.995
SD-CSI-08880,5.76
SD-CSI-14255,6.9
SD-CSI-09961,7.755
SD-CSI-08715,5.712
SD-CSI-10809,2.82
SD-CSI-16717,4.655
SD-CSI-17016,16.64
SD-CSI-07590,5.94
SD-CSI-05995,4.32
SD-CSI-20869,4.68
SD-CSI-00705,2.145
SD-CSI-11765,7.392
SD-CSI-10350,4.56
SD-CSI-01248,4.752
SD-CSI-00591,5.32
SD-CSI-04399,4.83
SD-CSI-19903,3.42
SD-CSI-01746,3.74
SD-CSI-16923,4.25
SD-CSI-07177,4.32
SD-CSI-14468,6.867
SD-CSI-03164,7.92
SD-CSI-15533,7.848
SD-CSI-11608,5.04
SD-CSI-19892,5
SD-CSI-11924,3.84
SD-CSI-09665,2.88
SD-CSI-09071,7.52
SD-CSI-12307,6.58
SD-CSI-13146,1.89
SD-CSI-14057,5.886
SD-CSI-16935,5.232
SD-CSI-18094,6
SD-CSI-02083,3.895
SD-CSI-08400,4.5
SD-CSI-01654,4.2
SD-CSI-09310,12.24
SD-CSI-07543,7.68
SD-CSI-14048,4.6
SD-CSI-03301,7.56
SD-CSI-12796,3.36
SD-CSI-06043,12.32
SD-CSI-20583,10.2
SD-CSI-21268,8.72
SD-CSI-16223,4.08
SD-CSI-10571,4.18
SD-CSI-07074,2.82
SD-CSI-03959,6.16
SD-CSI-01970,7.722
SD-CSI-03851,5.17
SD-CSI-13560,6.867
SD-CSI-11050,5.52
SD-CSI-15531,1.98
SD-CSI-06082,4.84
SD-CSI-12595,8.28
SD-CSI-10811,9.9
SD-CSI-14527,7.848
SD-CSI-04191,3.87
SD-CSI-11048,4
SD-CSI-16622,8.575
SD-CSI-03927,4.18
SD-CSI-12503,9.156
SD-CSI-09966,3.44
SD-CSI-19207,6.867
SD-CSI-19737,6
SD-CSI-05796,5.724
SD-CSI-09506,12
SD-CSI-06906,6.88
SD-CSI-10963,3.57
SD-CSI-13845,4.578
SD-CSI-09321,2.585
SD-CSI-15909,3.06
SD-CSI-05391,5.52
SD-CSI-16635,9.31
SD-CSI-09427,7.755
SD-CSI-12412,4.578
SD-CSI-06070,11.75
SD-CSI-17888,8.12
SD-CSI-15115,7.848
SD-CSI-01750,1.309
SD-CSI-06073,5.4
SD-CSI-00267,8.4
SD-CSI-01413,4.95
SD-CSI-19036,7
SD-CSI-00611,3.4
SD-CSI-15581,6.96
SD-CSI-18695,11.02
SD-CSI-02770,8.4
SD-CSI-04210,4.83
SD-CSI-07944,5.72
SD-CSI-02778,6.21
SD-CSI-19039,9.156
SD-CSI-03953,4.08
SD-CSI-02121,1.75
SD-CSI-14547,3.12
SD-CSI-01022,8.1
SD-CSI-01548,4.928
SD-CSI-03508,5.06
SD-CSI-02794,4.6
SD-CSI-20164,7.8
SD-CSI-09105,3.33
SD-CSI-15957,9.81
SD-CSI-17450,4.5
SD-CSI-15927,8.25
SD-CSI-03270,6.075
SD-CSI-07965,2.96
SD-CSI-04870,5.64
SD-CSI-07964,1.88
SD-CSI-17423,3.5
SD-CSI-02134,2.87
SD-CSI-08814,2.24
SD-CSI-15606,6.86
SD-CSI-03982,1.728
SD-CSI-09480,3.192
SD-CSI-09114,5.76
SD-CSI-11085,5.16
SD-CSI-09601,1.175
SD-CSI-08821,5.98
SD-CSI-19548,8.12
SD-CSI-18732,5.4
SD-CSI-15620,6.86
SD-CSI-13200,5.39
SD-CSI-07979,2.76
SD-CSI-18178,3.92
SD-CSI-20301,7.5
SD-CSI-18738,4
SD-CSI-14598,11.5
SD-CSI-17944,7.5
SD-CSI-12923,6.12
SD-CSI-19866,3.48
SD-CSI-16525,8.175
SD-CSI-09731,4.8
SD-CSI-11792,7.44
SD-CSI-07991,5.2
SD-CSI-00287,3.78
SD-CSI-00110,7
SD-CSI-09733,10.71
SD-CSI-02155,2.45
SD-CSI-01437,4
SD-CSI-15282,3
SD-CSI-02184,10.92
SD-CSI-04591,8.28
SD-CSI-19583,7.32
SD-CSI-15647,4.14
SD-CSI-04590,3.36
SD-CSI-05179,20.58
SD-CSI-17119,7.14
SD-CSI-02819,6.9
SD-CSI-13330,9.156
SD-CSI-02003,2.625
SD-CSI-13438,11.772
SD-CSI-15958,8.16
SD-CSI-21518,4.2
SD-CSI-07267,5.04
SD-CSI-10026,3.76
SD-CSI-04035,5.33
SD-CSI-12423,9.156
SD-CSI-01443,8.16
SD-CSI-02826,4.94
SD-CSI-04245,4.2
SD-CSI-02416,7.2
SD-CSI-08021,3.36
SD-CSI-12678,5.232
SD-CSI-10884,6.11
SD-CSI-02837,5.04
SD-CSI-14681,3.38
SD-CSI-21498,7.194
SD-CSI-00438,5.535
SD-CSI-07656,5.4
SD-CSI-15674,3.06
SD-CSI-20016,6.89
SD-CSI-21490,5.3
SD-CSI-10333,12.21
SD-CSI-10346,3.76
SD-CSI-13900,13.734
SD-CSI-14669,5.232
SD-CSI-12700,6.24
SD-CSI-15683,10.56
SD-CSI-02610,6.075
SD-CSI-14282,6.44
SD-CSI-17110,5.886
SD-CSI-06744,2.99
SD-CSI-21317,4.578
SD-CSI-04257,2.25
SD-CSI-18419,3.24
SD-CSI-19100,6.75
SD-CSI-01466,586.08
SD-CSI-20250,11.31
SD-CSI-03198,2.52
SD-CSI-13030,6.72
SD-CSI-09390,2.585
SD-CSI-20920,8.84
SD-CSI-10351,5.7
SD-CSI-05244,6.44
SD-CSI-16542,8.16
SD-CSI-16385,3.43
SD-CSI-16002,10.5
SD-CSI-10397,9.6
SD-CSI-08901,9.165
SD-CSI-01239,5.7
SD-CSI-15719,3.2
SD-CSI-18484,6.25
SD-CSI-04057,5.59
SD-CSI-16551,5.1
SD-CSI-04279,8.4
SD-CSI-09441,2.7
SD-CSI-22271,20.825
SD-CSI-03244,4.18
SD-CSI-08426,1.68
SD-CSI-03847,5.1
SD-CSI-00461,8.19
SD-CSI-08097,6.426
SD-CSI-07015,6.075
SD-CSI-19241,7.42
SD-CSI-19137,9.36
SD-CSI-16400,7.8
SD-CSI-05713,4.6
SD-CSI-16397,5.98
SD-CSI-02855,6.45
SD-CSI-11127,3.22
SD-CSI-00324,3
SD-CSI-10644,3.68
SD-CSI-04668,5.52
SD-CSI-15740,8.64
SD-CSI-06596,8.4
SD-CSI-01092,7.48
SD-CSI-00344,9.24
SD-CSI-12277,5.12
SD-CSI-10067,5.73
SD-CSI-04695,5.85
SD-CSI-08456,2.025
SD-CSI-15770,13.44
SD-CSI-04700,1.645
SD-CSI-03810,1.56
SD-CSI-21347,2
SD-CSI-02219,6.075
SD-CSI-13487,7.905
SD-CSI-15779,9
SD-CSI-00314,2.42
SD-CSI-00352,6.4
SD-CSI-10936,9.2
SD-CSI-20245,13.52
SD-CSI-14307,15.696
SD-CSI-20027,7.848
SD-CSI-09883,1.68
SD-CSI-08153,2.115
SD-CSI-08151,2.35
SD-CSI-14202,5.76
SD-CSI-17921,5.28
SD-CSI-10110,3.12
SD-CSI-14175,5.232
SD-CSI-13685,2.3
SD-CSI-19309,5.3
SD-CSI-13962,9.156
SD-CSI-10099,5.04
SD-CSI-16063,2.88
SD-CSI-20266,8.25
SD-CSI-21258,6
SD-CSI-16574,7.28
SD-CSI-21553,3.24
SD-CSI-20056,6.09
SD-CSI-17796,4.93
SD-CSI-15823,4.578
SD-CSI-16730,3.84
SD-CSI-07125,1.568
SD-CSI-02318,6.21
SD-CSI-19310,5
SD-CSI-15430,2.88
SD-CSI-15101,6.86
SD-CSI-07801,2.88
SD-CSI-11026,4.5
SD-CSI-09939,5.04
SD-CSI-13434,3.27
SD-CSI-14399,5.232
SD-CSI-16160,7.905
SD-CSI-04761,1.505
SD-CSI-17526,12.5
SD-CSI-14417,6.867
SD-CSI-13113,8.16
SD-CSI-03469,1.296
SD-CSI-05576,6.16
SD-CSI-14956,2.64
SD-CSI-13816,7.392
SD-CSI-14341,8
SD-CSI-02063,2.87
SD-CSI-18981,5.5
SD-CSI-16612,4.8
SD-CSI-21592,6.24
SD-CSI-03476,1.512
SD-CSI-10559,3.22
SD-CSI-04174,4.32
SD-CSI-13407,3.5
SD-CSI-08524,3.332
SD-CSI-16958,6.24
SD-CSI-09579,5.55
SD-CSI-17782,3.71
SD-CSI-03640,6.345
SD-CSI-21390,4.25
SD-CSI-14247,3.924
SD-CSI-15196,2.88
SD-CSI-09103,5.76
SD-CSI-05094,1.6
SD-CSI-20638,5.355
SD-CSI-17381,4.5
SD-CSI-14065,4.32
SD-CSI-21061,4.25
SD-CSI-18680,6.125
SD-CSI-16796,2.4
SD-CSI-07922,2.35
SD-CSI-21190,1.715
SD-CSI-04208,1.296
SD-CSI-16272,5.76
SD-CSI-20257,6
SD-CSI-11943,5.4
SD-CSI-10227,4.7
SD-CSI-13678,7.848
SD-CSI-15003,6
SD-CSI-13000,3.924
SD-CSI-10839,7.2
SD-CSI-10280,3.45
SD-CSI-10470,7.59
SD-CSI-03360,1.512
SD-CSI-05159,4.6
SD-CSI-03683,2.16
SD-CSI-06949,2.82
SD-CSI-07626,3.15
SD-CSI-04338,4.73
SD-CSI-19783,2.16
SD-CSI-14787,2.64
SD-CSI-05680,6.58
SD-CSI-10314,3.525
SD-CSI-04030,3.68
SD-CSI-09848,3.84
SD-CSI-06331,2.76
SD-CSI-06322,1.6
SD-CSI-15676,4.8
SD-CSI-20704,9.18
SD-CSI-14660,6.24
SD-CSI-12890,2.3
SD-CSI-15693,3.12
SD-CSI-16365,7.44
SD-CSI-12691,3.36
SD-CSI-15708,1.44
SD-CSI-01652,3.68
SD-CSI-16674,7.194
SD-CSI-02435,7.392
SD-CSI-06174,2.82
SD-CSI-09518,2.7
SD-CSI-14295,7.848
SD-CSI-03250,1.792
SD-CSI-08092,3.01
SD-CSI-05864,2.52
SD-CSI-15351,2.56
SD-CSI-12031,3.84
SD-CSI-07044,2.475
SD-CSI-15373,2.94
SD-CSI-12536,3.6
SD-CSI-16446,8.5
SD-CSI-13565,9.81
SD-CSI-16443,5.28
SD-CSI-21018,6.255
SD-CSI-10418,1.38
SD-CSI-04847,6.58
SD-CSI-20980,6.867
SD-CSI-04775,4.2
SD-CSI-11258,2.7
SD-CSI-13047,6.867
SD-CSI-09543,5
SD-CSI-17644,4.25
SD-CSI-11852,4.56
SD-CSI-01333,2.94
SD-CSI-17279,8.175
SD-CSI-13086,5.28
SD-CSI-12185,3.924
SD-CSI-14223,4.578
SD-CSI-20492,4.32
SD-CSI-17996,5.75
SD-CSI-14821,5.04
SD-CSI-15275,7.26
SD-CSI-03638,1.296
SD-CSI-20093,3.5
SD-CSI-15147,6.867
SD-CSI-21228,7.15
SD-CSI-07509,8.46
SD-CSI-04479,1.575
SD-CSI-13654,13.08
SD-CSI-16913,10.2
