,DHI,DNI,Date,GHI,Unnamed: 0,lat,log
9460,71.556,207.963,05/2010,226.801,4,33.65,-118.05
9461,88.387,137.83,06/2010,195.449,5,33.65,-118.05
9462,82.68700000000001,131.316,07/2010,180.645,6,33.65,-118.05
9463,66.524,187.578,08/2010,204.16,7,33.65,-118.05
9464,57.824,150.454,09/2010,158.319,8,33.65,-118.05
9465,49.306999999999995,103.156,10/2010,107.7,9,33.65,-118.05
9466,34.039,151.102,11/2010,105.529,10,33.65,-118.05
9467,32.17,90.824,12/2010,70.867,11,33.65,-118.05
9468,27.883000000000003,163.172,01/2010,97.84200000000001,0,33.75,-116.35
9469,33.387,171.75799999999998,02/2010,117.809,1,33.75,-116.35
9470,39.823,244.71099999999998,03/2010,185.3,2,33.75,-116.35
9471,52.787,236.942,04/2010,213.335,3,33.75,-116.35
9472,56.365,270.642,05/2010,244.743,4,33.75,-116.35
9473,47.013999999999996,293.277,06/2010,252.986,5,33.75,-116.35
9474,46.868,281.605,07/2010,244.513,6,33.75,-116.35
9475,45.206,269.94,08/2010,227.798,7,33.75,-116.35
9476,37.933,243.19799999999998,09/2010,189.17,8,33.75,-116.35
9477,38.187,203.02700000000002,10/2010,147.942,9,33.75,-116.35
9478,22.391,218.79,11/2010,120.236,10,33.75,-116.35
9479,27.211,151.463,12/2010,88.48899999999999,11,33.75,-116.35
9480,27.362,167.71200000000002,01/2010,99.82,0,33.75,-116.45
9481,31.488000000000003,173.517,02/2010,115.92,1,33.75,-116.45
9482,37.0,253.93400000000003,03/2010,188.144,2,33.75,-116.45
9483,50.089,239.25900000000001,04/2010,210.18900000000002,3,33.75,-116.45
9484,49.544,284.563,05/2010,248.919,4,33.75,-116.45
9485,42.951,302.33799999999997,06/2010,254.97799999999998,5,33.75,-116.45
9486,43.849,289.64599999999996,07/2010,247.137,6,33.75,-116.45
9487,43.214,276.027,08/2010,230.08,7,33.75,-116.45
9488,36.175,246.84799999999998,09/2010,189.47299999999998,8,33.75,-116.45
9489,37.44,204.199,10/2010,147.696,9,33.75,-116.45
9490,21.883000000000003,218.375,11/2010,119.67399999999999,10,33.75,-116.45
9491,25.298000000000002,148.577,12/2010,84.64299999999999,11,33.75,-116.45
9492,30.451999999999998,137.704,01/2010,89.152,0,33.75,-116.55
9493,31.534000000000002,155.743,02/2010,107.11399999999999,1,33.75,-116.55
9494,40.668,236.227,03/2010,180.472,2,33.75,-116.55
9495,51.611999999999995,237.831,04/2010,210.13400000000001,3,33.75,-116.55
9496,53.248000000000005,277.057,05/2010,245.56599999999997,4,33.75,-116.55
9497,47.379,293.551,06/2010,251.08599999999998,5,33.75,-116.55
9498,48.478,279.047,07/2010,243.31599999999997,6,33.75,-116.55
9499,48.937,259.38599999999997,08/2010,223.05599999999998,7,33.75,-116.55
9500,38.791,234.262,09/2010,184.21,8,33.75,-116.55
9501,39.018,186.579,10/2010,138.592,9,33.75,-116.55
9502,23.79,207.65599999999998,11/2010,116.025,10,33.75,-116.55
9503,25.003,145.162,12/2010,82.744,11,33.75,-116.55
9504,31.21,137.00799999999998,01/2010,90.669,0,33.75,-117.05
9505,35.632,146.279,02/2010,108.553,1,33.75,-117.05
9506,46.797,204.90099999999998,03/2010,168.565,2,33.75,-117.05
9507,56.001000000000005,214.29,04/2010,199.856,3,33.75,-117.05
9508,61.152,240.892,05/2010,232.34900000000002,4,33.75,-117.05
9509,54.043,263.846,06/2010,245.863,5,33.75,-117.05
9510,50.534,270.608,07/2010,246.34,6,33.75,-117.05
9511,47.909,264.085,08/2010,229.137,7,33.75,-117.05
9512,42.07899999999999,220.40099999999998,09/2010,181.333,8,33.75,-117.05
9513,44.753,142.88,10/2010,123.00299999999999,9,33.75,-117.05
9514,25.441,185.44400000000002,11/2010,110.137,10,33.75,-117.05
9515,25.759,128.10399999999998,12/2010,78.094,11,33.75,-117.05
9516,32.297,135.161,01/2010,91.33200000000001,0,33.75,-117.25
9517,36.238,140.991,02/2010,107.14,1,33.75,-117.25
9518,48.754,202.03099999999998,03/2010,170.174,2,33.75,-117.25
9519,55.056000000000004,218.358,04/2010,200.50400000000002,3,33.75,-117.25
9520,66.093,238.78799999999998,05/2010,233.86,4,33.75,-117.25
9521,58.04600000000001,253.43900000000002,06/2010,244.61700000000002,5,33.75,-117.25
9522,57.895,254.192,07/2010,242.592,6,33.75,-117.25
9523,52.87,254.86900000000003,08/2010,228.457,7,33.75,-117.25
9524,44.288999999999994,214.137,09/2010,181.035,8,33.75,-117.25
9525,43.89,134.083,10/2010,117.74799999999999,9,33.75,-117.25
9526,26.991999999999997,185.135,11/2010,111.773,10,33.75,-117.25
9527,27.066999999999997,123.045,12/2010,77.872,11,33.75,-117.25
9528,34.372,123.193,01/2010,88.786,0,33.75,-117.75
9529,41.395,121.405,02/2010,103.391,1,33.75,-117.75
9530,56.555,177.063,03/2010,163.68,2,33.75,-117.75
9531,58.292,199.653,04/2010,193.896,3,33.75,-117.75
9532,69.117,212.396,05/2010,225.347,4,33.75,-117.75
9533,76.061,183.11700000000002,06/2010,217.456,5,33.75,-117.75
9534,68.88,187.236,07/2010,209.84,6,33.75,-117.75
9535,60.463,219.524,08/2010,219.74400000000003,7,33.75,-117.75
9536,52.715,182.576,09/2010,172.53099999999998,8,33.75,-117.75
9537,48.695,108.93299999999999,10/2010,109.23700000000001,9,33.75,-117.75
9538,33.543,149.401,11/2010,103.522,10,33.75,-117.75
9539,29.573,107.13600000000001,12/2010,74.965,11,33.75,-117.75
9540,36.745,116.29,01/2010,88.14200000000001,0,33.75,-117.85
9541,42.483000000000004,124.945,02/2010,106.391,1,33.75,-117.85
9542,56.531000000000006,179.359,03/2010,165.717,2,33.75,-117.85
9543,59.055,198.875,04/2010,194.646,3,33.75,-117.85
9544,70.355,208.257,05/2010,224.08900000000003,4,33.75,-117.85
9545,79.53,172.748,06/2010,213.245,5,33.75,-117.85
9546,69.54,177.855,07/2010,202.699,6,33.75,-117.85
9547,64.161,209.49,08/2010,216.373,7,33.75,-117.85
9548,54.425,176.638,09/2010,171.28099999999998,8,33.75,-117.85
9549,49.123999999999995,111.20700000000001,10/2010,110.64,9,33.75,-117.85
9550,34.271,152.558,11/2010,105.537,10,33.75,-117.85
9551,30.756999999999998,104.647,12/2010,75.181,11,33.75,-117.85
9552,35.938,119.87899999999999,01/2010,88.802,0,33.75,-117.95
9553,43.218999999999994,127.765,02/2010,109.075,1,33.75,-117.95
9554,55.677,188.65400000000002,03/2010,171.765,2,33.75,-117.95
9555,57.591,203.53400000000002,04/2010,197.074,3,33.75,-117.95
9556,71.343,208.327,05/2010,225.82299999999998,4,33.75,-117.95
9557,82.17,165.417,06/2010,210.53599999999997,5,33.75,-117.95
9558,75.933,159.31799999999998,07/2010,194.00099999999998,6,33.75,-117.95
9559,65.295,205.537,08/2010,214.96900000000002,7,33.75,-117.95
9560,56.038999999999994,166.725,09/2010,167.115,8,33.75,-117.95
9561,48.494,113.91,10/2010,112.07799999999999,9,33.75,-117.95
9562,34.641,154.064,11/2010,106.613,10,33.75,-117.95
9563,30.677,103.744,12/2010,74.439,11,33.75,-117.95
9564,37.934,107.906,01/2010,85.34700000000001,0,33.75,-118.05
9565,44.549,121.16799999999999,02/2010,107.26299999999999,1,33.75,-118.05
9566,60.132,176.236,03/2010,168.327,2,33.75,-118.05
9567,62.806999999999995,192.21400000000003,04/2010,193.832,3,33.75,-118.05
9568,78.453,196.64,05/2010,223.9,4,33.75,-118.05
9569,88.09700000000001,150.127,06/2010,205.08599999999998,5,33.75,-118.05
9570,79.458,148.643,07/2010,190.597,6,33.75,-118.05
9571,73.0,187.94400000000002,08/2010,209.21599999999998,7,33.75,-118.05
9572,62.61,147.425,09/2010,160.668,8,33.75,-118.05
9573,49.893,111.096,10/2010,111.69200000000001,9,33.75,-118.05
9574,36.329,147.806,11/2010,105.48899999999999,10,33.75,-118.05
9575,31.412,95.00200000000001,12/2010,71.771,11,33.75,-118.05
9576,37.85,109.321,01/2010,86.23100000000001,0,33.75,-118.15
9577,41.701,123.57700000000001,02/2010,106.322,1,33.75,-118.15
9578,56.93600000000001,179.84900000000002,03/2010,168.62599999999998,2,33.75,-118.15
9579,60.1,194.49400000000003,04/2010,193.553,3,33.75,-118.15
9580,75.842,201.72099999999998,05/2010,225.388,4,33.75,-118.15
9581,85.65100000000001,155.88,06/2010,206.828,5,33.75,-118.15
9582,77.667,152.718,07/2010,192.24200000000002,6,33.75,-118.15
9583,65.637,198.27599999999998,08/2010,210.967,7,33.75,-118.15
9584,57.998000000000005,151.774,09/2010,158.289,8,33.75,-118.15
9585,51.395,104.632,10/2010,109.891,9,33.75,-118.15
9586,34.88,151.947,11/2010,106.509,10,33.75,-118.15
9587,30.862,89.25399999999999,12/2010,69.081,11,33.75,-118.15
9588,28.743000000000002,156.764,01/2010,96.39200000000001,0,33.85,-116.45
9589,32.815,171.553,02/2010,116.686,1,33.85,-116.45
9590,40.75,245.34599999999998,03/2010,184.882,2,33.85,-116.45
9591,55.638000000000005,231.013,04/2010,210.415,3,33.85,-116.45
9592,57.095,271.422,05/2010,245.563,4,33.85,-116.45
9593,50.074,288.738,06/2010,252.243,5,33.85,-116.45
9594,49.159,276.885,07/2010,242.805,6,33.85,-116.45
9595,48.95399999999999,261.177,08/2010,225.127,7,33.85,-116.45
9596,40.148,238.59900000000002,09/2010,186.90099999999998,8,33.85,-116.45
9597,38.747,197.074,10/2010,144.839,9,33.85,-116.45
9598,23.769000000000002,208.732,11/2010,116.323,10,33.85,-116.45
9599,26.046,145.26,12/2010,84.09100000000001,11,33.85,-116.45
9600,30.634,148.965,01/2010,94.679,0,33.85,-116.55
9601,33.064,158.77,02/2010,111.2,1,33.85,-116.55
9602,44.086000000000006,229.854,03/2010,179.44400000000002,2,33.85,-116.55
9603,60.785,219.928,04/2010,207.375,3,33.85,-116.55
9604,64.876,252.322,05/2010,240.12400000000002,4,33.85,-116.55
9605,61.696999999999996,261.107,06/2010,243.93200000000002,5,33.85,-116.55
9606,58.205,258.14,07/2010,239.53599999999997,6,33.85,-116.55
9607,55.271,248.63,08/2010,222.769,7,33.85,-116.55
9608,43.536,223.338,09/2010,183.389,8,33.85,-116.55
9609,40.383,190.165,10/2010,142.61,9,33.85,-116.55
9610,25.74,202.365,11/2010,115.976,10,33.85,-116.55
9611,25.709,143.431,12/2010,83.175,11,33.85,-116.55
9612,32.608000000000004,133.619,01/2010,90.715,0,33.85,-117.25
9613,36.542,142.22899999999998,02/2010,106.89399999999999,1,33.85,-117.25
9614,48.048,207.774,03/2010,172.58900000000003,2,33.85,-117.25
9615,54.48,224.188,04/2010,204.30200000000002,3,33.85,-117.25
9616,65.082,238.21400000000003,05/2010,234.084,4,33.85,-117.25
9617,57.333,254.794,06/2010,244.605,5,33.85,-117.25
9618,57.004,253.608,07/2010,241.43,6,33.85,-117.25
9619,51.033,257.999,08/2010,229.15099999999998,7,33.85,-117.25
9620,44.078,214.28799999999998,09/2010,179.574,8,33.85,-117.25
9621,43.893,138.531,10/2010,119.436,9,33.85,-117.25
9622,27.212,183.304,11/2010,110.86,10,33.85,-117.25
9623,26.875,124.321,12/2010,77.798,11,33.85,-117.25
9624,35.527,116.759,01/2010,86.882,0,33.85,-117.55
9625,42.136,114.869,02/2010,100.38799999999999,1,33.85,-117.55
9626,55.917,185.483,03/2010,166.89700000000002,2,33.85,-117.55
9627,59.188,210.695,04/2010,200.49099999999999,3,33.85,-117.55
9628,72.03699999999999,218.735,05/2010,228.54,4,33.85,-117.55
9629,69.568,223.36,06/2010,237.114,5,33.85,-117.55
9630,66.947,229.043,07/2010,236.071,6,33.85,-117.55
9631,65.559,222.795,08/2010,222.41400000000002,7,33.85,-117.55
9632,55.662,182.59900000000002,09/2010,172.435,8,33.85,-117.55
9633,48.687,124.105,10/2010,116.197,9,33.85,-117.55
9634,32.794000000000004,158.796,11/2010,105.838,10,33.85,-117.55
9635,29.934,112.193,12/2010,76.683,11,33.85,-117.55
9636,34.144,120.90899999999999,01/2010,87.74,0,33.85,-117.75
9637,40.421,122.02,02/2010,102.785,1,33.85,-117.75
9638,55.493,181.58700000000002,03/2010,165.358,2,33.85,-117.75
9639,57.812,205.067,04/2010,196.234,3,33.85,-117.75
9640,71.975,205.011,05/2010,221.951,4,33.85,-117.75
9641,74.263,196.688,06/2010,224.63099999999997,5,33.85,-117.75
9642,66.49600000000001,203.683,07/2010,219.112,6,33.85,-117.75
9643,61.007,222.372,08/2010,220.924,7,33.85,-117.75
9644,52.271,185.72099999999998,09/2010,172.61700000000002,8,33.85,-117.75
9645,46.937,118.26,10/2010,112.38,9,33.85,-117.75
9646,32.363,154.066,11/2010,103.90899999999999,10,33.85,-117.75
9647,29.463,106.176,12/2010,74.352,11,33.85,-117.75
9648,35.14,117.42299999999999,01/2010,87.181,0,33.85,-117.85
9649,43.089,122.069,02/2010,105.41799999999999,1,33.85,-117.85
9650,55.976000000000006,178.111,03/2010,164.023,2,33.85,-117.85
9651,58.245,202.396,04/2010,195.22299999999998,3,33.85,-117.85
9652,72.319,206.43599999999998,05/2010,224.47099999999998,4,33.85,-117.85
9653,76.597,186.317,06/2010,218.703,5,33.85,-117.85
9654,68.525,190.584,07/2010,210.78599999999997,6,33.85,-117.85
9655,63.643,216.217,08/2010,219.68900000000002,7,33.85,-117.85
9656,53.84,178.412,09/2010,170.044,8,33.85,-117.85
9657,48.281000000000006,111.75,10/2010,110.04799999999999,9,33.85,-117.85
9658,32.785,155.635,11/2010,104.73100000000001,10,33.85,-117.85
9659,30.162,107.94200000000001,12/2010,75.715,11,33.85,-117.85
9660,35.8,117.11200000000001,01/2010,87.448,0,33.85,-118.05
9661,41.986999999999995,126.43700000000001,02/2010,105.89200000000001,1,33.85,-118.05
9662,56.696999999999996,181.912,03/2010,168.25400000000002,2,33.85,-118.05
9663,58.715,199.889,04/2010,194.114,3,33.85,-118.05
9664,72.875,205.113,05/2010,223.97,4,33.85,-118.05
9665,80.11,171.59,06/2010,213.294,5,33.85,-118.05
9666,70.107,177.56400000000002,07/2010,203.27200000000002,6,33.85,-118.05
9667,63.343,212.747,08/2010,217.907,7,33.85,-118.05
9668,55.372,168.375,09/2010,167.378,8,33.85,-118.05
9669,50.349,111.62799999999999,10/2010,112.12,9,33.85,-118.05
9670,33.394,152.372,11/2010,104.713,10,33.85,-118.05
9671,30.093000000000004,100.37799999999999,12/2010,72.086,11,33.85,-118.05
9672,36.509,114.93799999999999,01/2010,87.072,0,33.85,-118.15
9673,42.32,123.42399999999999,02/2010,105.22200000000001,1,33.85,-118.15
9674,57.677,176.69400000000002,03/2010,165.498,2,33.85,-118.15
9675,64.483,185.354,04/2010,191.495,3,33.85,-118.15
9676,73.304,205.225,05/2010,223.77900000000002,4,33.85,-118.15
9677,79.564,169.7,06/2010,211.174,5,33.85,-118.15
9678,70.411,179.856,07/2010,205.918,6,33.85,-118.15
9679,65.609,209.166,08/2010,217.495,7,33.85,-118.15
9680,55.607,166.856,09/2010,166.12099999999998,8,33.85,-118.15
9681,49.424,115.87,10/2010,114.399,9,33.85,-118.15
9682,33.595,156.53799999999998,11/2010,106.59200000000001,10,33.85,-118.15
9683,30.951999999999998,99.91,12/2010,73.181,11,33.85,-118.15
9684,37.184,110.28200000000001,01/2010,85.882,0,33.85,-118.25
9685,43.133,124.22399999999999,02/2010,106.75299999999999,1,33.85,-118.25
9686,57.153,177.74900000000002,03/2010,166.46900000000002,2,33.85,-118.25
9687,58.961999999999996,197.06,04/2010,193.095,3,33.85,-118.25
9688,74.212,204.05,05/2010,223.332,4,33.85,-118.25
9689,80.798,164.233,06/2010,208.57299999999998,5,33.85,-118.25
9690,73.941,165.358,07/2010,197.739,6,33.85,-118.25
9691,64.85300000000001,210.94,08/2010,217.833,7,33.85,-118.25
9692,55.693999999999996,168.08700000000002,09/2010,167.12599999999998,8,33.85,-118.25
9693,48.61,110.01700000000001,10/2010,110.45200000000001,9,33.85,-118.25
9694,34.102,158.28799999999998,11/2010,108.10600000000001,10,33.85,-118.25
9695,30.624000000000002,102.288,12/2010,73.942,11,33.85,-118.25
9696,37.455,112.351,01/2010,87.20700000000001,0,33.85,-118.35
9697,42.678999999999995,121.662,02/2010,105.596,1,33.85,-118.35
9698,55.898999999999994,186.937,03/2010,171.21599999999998,2,33.85,-118.35
9699,59.808,196.021,04/2010,193.303,3,33.85,-118.35
9700,73.98899999999999,206.262,05/2010,224.99400000000003,4,33.85,-118.35
9701,85.243,151.004,06/2010,203.995,5,33.85,-118.35
9702,77.767,150.89,07/2010,190.893,6,33.85,-118.35
9703,68.517,199.81,08/2010,213.79,7,33.85,-118.35
9704,61.138000000000005,149.034,09/2010,159.914,8,33.85,-118.35
9705,49.063,107.734,10/2010,109.55,9,33.85,-118.35
9706,34.914,154.136,11/2010,107.223,10,33.85,-118.35
9707,31.575,99.588,12/2010,73.694,11,33.85,-118.35
9708,37.052,111.51299999999999,01/2010,86.005,0,33.85,-118.45
9709,39.794000000000004,127.09299999999999,02/2010,105.96799999999999,1,33.85,-118.45
9710,56.431999999999995,186.222,03/2010,171.715,2,33.85,-118.45
9711,59.718999999999994,184.40599999999998,04/2010,187.0,3,33.85,-118.45
9712,74.846,195.394,05/2010,217.922,4,33.85,-118.45
9713,87.206,117.764,06/2010,181.237,5,33.85,-118.45
9714,82.164,119.402,07/2010,172.41099999999997,6,33.85,-118.45
9715,70.7,171.21099999999998,08/2010,195.005,7,33.85,-118.45
9716,63.486999999999995,109.912,09/2010,135.35,8,33.85,-118.45
9717,46.493,104.17399999999999,10/2010,105.32700000000001,9,33.85,-118.45
9718,33.356,155.317,11/2010,106.383,10,33.85,-118.45
9719,31.103,99.023,12/2010,73.166,11,33.85,-118.45
9720,27.647,150.014,01/2010,92.101,0,33.95,-116.95
9721,32.569,146.59799999999998,02/2010,104.559,1,33.95,-116.95
9722,41.423,219.90900000000002,03/2010,170.475,2,33.95,-116.95
9723,51.45399999999999,217.803,04/2010,196.854,3,33.95,-116.95
9724,56.356,251.32299999999998,05/2010,233.918,4,33.95,-116.95
9725,45.567,289.357,06/2010,251.209,5,33.95,-116.95
9726,45.597,288.888,07/2010,251.053,6,33.95,-116.95
9727,43.623999999999995,277.85400000000004,08/2010,230.75799999999998,7,33.95,-116.95
9728,37.013000000000005,234.27900000000002,09/2010,183.35,8,33.95,-116.95
9729,40.114000000000004,147.76,10/2010,119.87299999999999,9,33.95,-116.95
9730,23.752,188.641,11/2010,107.939,10,33.95,-116.95
9731,22.609,139.509,12/2010,78.615,11,33.95,-116.95
9732,28.095,146.55200000000002,01/2010,91.20200000000001,0,33.95,-117.05
9733,34.346,140.067,02/2010,103.984,1,33.95,-117.05
9734,44.12,212.99900000000002,03/2010,170.298,2,33.95,-117.05
9735,54.615,211.101,04/2010,195.71400000000003,3,33.95,-117.05
9736,57.544,246.917,05/2010,233.37099999999998,4,33.95,-117.05
9737,49.618,275.899,06/2010,247.34400000000002,5,33.95,-117.05
9738,47.29,278.145,07/2010,247.076,6,33.95,-117.05
9739,46.052,270.705,08/2010,230.21099999999998,7,33.95,-117.05
9740,39.421,223.108,09/2010,179.704,8,33.95,-117.05
9741,40.936,138.906,10/2010,117.501,9,33.95,-117.05
9742,24.429000000000002,190.378,11/2010,109.77600000000001,10,33.95,-117.05
9743,23.614,133.141,12/2010,77.516,11,33.95,-117.05
9744,32.701,126.235,01/2010,88.75299999999999,0,33.95,-117.45
9745,39.147,132.543,02/2010,106.16,1,33.95,-117.45
9746,52.825,201.623,03/2010,174.81900000000002,2,33.95,-117.45
9747,56.316,215.002,04/2010,201.049,3,33.95,-117.45
9748,66.96,235.907,05/2010,236.862,4,33.95,-117.45
9749,64.876,230.403,06/2010,238.34,5,33.95,-117.45
9750,61.201,235.673,07/2010,235.921,6,33.95,-117.45
9751,58.472,235.679,08/2010,225.032,7,33.95,-117.45
9752,49.86,195.878,09/2010,174.91099999999997,8,33.95,-117.45
9753,46.04,130.878,10/2010,118.964,9,33.95,-117.45
9754,29.892,172.57,11/2010,109.432,10,33.95,-117.45
9755,28.5,117.57799999999999,12/2010,77.218,11,33.95,-117.45
9756,33.346,120.286,01/2010,86.586,0,33.95,-117.65
9757,41.39,122.611,02/2010,103.546,1,33.95,-117.65
9758,54.641000000000005,190.079,03/2010,169.72099999999998,2,33.95,-117.65
9759,56.975,210.6,04/2010,199.398,3,33.95,-117.65
9760,71.017,212.83900000000003,05/2010,224.692,4,33.95,-117.65
9761,68.332,209.044,06/2010,227.608,5,33.95,-117.65
9762,64.292,224.72299999999998,07/2010,231.985,6,33.95,-117.65
9763,60.611999999999995,230.16,08/2010,223.479,7,33.95,-117.65
9764,51.56399999999999,191.296,09/2010,174.797,8,33.95,-117.65
9765,46.148,123.262,10/2010,114.29299999999999,9,33.95,-117.65
9766,31.64,162.56,11/2010,106.581,10,33.95,-117.65
9767,29.302,112.749,12/2010,76.32,11,33.95,-117.65
9768,33.705,124.462,01/2010,88.92399999999999,0,33.95,-117.85
9769,41.431999999999995,122.426,02/2010,103.53,1,33.95,-117.85
9770,56.553999999999995,174.267,03/2010,161.126,2,33.95,-117.85
9771,59.896,198.233,04/2010,192.02200000000002,3,33.95,-117.85
9772,72.181,201.239,05/2010,219.645,4,33.95,-117.85
9773,73.669,191.5,06/2010,219.09799999999998,5,33.95,-117.85
9774,65.464,202.912,07/2010,216.132,6,33.95,-117.85
9775,61.43600000000001,223.05599999999998,08/2010,221.55700000000002,7,33.95,-117.85
9776,52.49100000000001,184.93599999999998,09/2010,172.137,8,33.95,-117.85
9777,48.648999999999994,109.329,10/2010,109.12700000000001,9,33.95,-117.85
9778,32.684,154.52,11/2010,103.7,10,33.95,-117.85
9779,29.695,105.366,12/2010,73.531,11,33.95,-117.85
9780,33.904,123.152,01/2010,88.449,0,33.95,-117.95
9781,42.24,118.897,02/2010,102.96799999999999,1,33.95,-117.95
9782,56.971000000000004,174.832,03/2010,162.274,2,33.95,-117.95
9783,58.543,198.769,04/2010,192.752,3,33.95,-117.95
9784,71.041,204.74099999999999,05/2010,221.63099999999997,4,33.95,-117.95
9785,73.83,189.264,06/2010,218.53599999999997,5,33.95,-117.95
9786,65.454,199.24400000000003,07/2010,214.092,6,33.95,-117.95
9787,61.531000000000006,220.584,08/2010,220.24200000000002,7,33.95,-117.95
9788,52.851000000000006,180.575,09/2010,169.851,8,33.95,-117.95
9789,48.736999999999995,111.215,10/2010,110.71,9,33.95,-117.95
9790,32.082,159.655,11/2010,105.82,10,33.95,-117.95
9791,29.86,107.166,12/2010,74.672,11,33.95,-117.95
9792,35.916,120.084,01/2010,88.84200000000001,0,33.95,-118.05
9793,42.266999999999996,121.72399999999999,02/2010,104.03399999999999,1,33.95,-118.05
9794,57.365,181.65599999999998,03/2010,166.93599999999998,2,33.95,-118.05
9795,62.207,195.378,04/2010,192.761,3,33.95,-118.05
9796,75.044,200.09400000000002,05/2010,221.80900000000003,4,33.95,-118.05
9797,77.79,174.393,06/2010,212.445,5,33.95,-118.05
9798,68.71,188.80599999999998,07/2010,210.333,6,33.95,-118.05
9799,64.919,212.604,08/2010,218.81400000000002,7,33.95,-118.05
9800,55.55,168.28599999999997,09/2010,165.125,8,33.95,-118.05
9801,48.261,115.682,10/2010,112.54299999999999,9,33.95,-118.05
9802,33.543,156.476,11/2010,105.62200000000001,10,33.95,-118.05
9803,30.3,104.667,12/2010,74.572,11,33.95,-118.05
9804,36.131,116.55799999999999,01/2010,87.37700000000001,0,33.95,-118.15
9805,41.258,123.68,02/2010,104.72399999999999,1,33.95,-118.15
9806,57.407,182.679,03/2010,168.74400000000003,2,33.95,-118.15
9807,57.891000000000005,203.232,04/2010,195.863,3,33.95,-118.15
9808,73.263,207.417,05/2010,225.544,4,33.95,-118.15
9809,77.173,178.237,06/2010,213.94299999999998,5,33.95,-118.15
9810,68.935,188.465,07/2010,210.31799999999998,6,33.95,-118.15
9811,62.672,216.00799999999998,08/2010,218.856,7,33.95,-118.15
9812,54.481,170.828,09/2010,166.671,8,33.95,-118.15
9813,49.338,117.448,10/2010,114.243,9,33.95,-118.15
9814,32.56,158.395,11/2010,105.986,10,33.95,-118.15
9815,30.118000000000002,102.69200000000001,12/2010,73.608,11,33.95,-118.15
9816,37.553000000000004,110.48,01/2010,86.34100000000001,0,33.95,-118.35
9817,42.24100000000001,124.03,02/2010,105.83200000000001,1,33.95,-118.35
9818,56.706,184.872,03/2010,170.06,2,33.95,-118.35
9819,60.782,192.197,04/2010,192.34099999999998,3,33.95,-118.35
9820,74.26,205.032,05/2010,224.59400000000002,4,33.95,-118.35
9821,81.163,155.56799999999998,06/2010,203.53400000000002,5,33.95,-118.35
9822,76.388,153.658,07/2010,192.649,6,33.95,-118.35
9823,65.845,207.24,08/2010,216.55200000000002,7,33.95,-118.35
9824,56.945,160.586,09/2010,164.44099999999997,8,33.95,-118.35
9825,48.881,107.226,10/2010,108.837,9,33.95,-118.35
9826,33.371,159.422,11/2010,107.809,10,33.95,-118.35
9827,30.975,100.568,12/2010,73.37100000000001,11,33.95,-118.35
9828,36.349000000000004,111.199,01/2010,84.955,0,33.95,-118.45
9829,40.415,126.146,02/2010,106.49,1,33.95,-118.45
9830,58.873000000000005,178.56,03/2010,167.67,2,33.95,-118.45
9831,63.996,177.66400000000002,04/2010,185.303,3,33.95,-118.45
9832,77.77199999999999,190.18900000000002,05/2010,217.218,4,33.95,-118.45
9833,88.29299999999999,126.60700000000001,06/2010,187.74599999999998,5,33.95,-118.45
9834,81.501,131.276,07/2010,180.808,6,33.95,-118.45
9835,70.639,172.74400000000003,08/2010,195.59799999999998,7,33.95,-118.45
9836,64.402,109.756,09/2010,135.725,8,33.95,-118.45
9837,47.088,102.581,10/2010,104.396,9,33.95,-118.45
9838,33.286,156.96,11/2010,107.064,10,33.95,-118.45
9839,31.133000000000003,97.344,12/2010,72.361,11,33.95,-118.45
9840,26.039,164.065,01/2010,95.53299999999999,0,34.05,-116.55
9841,27.734,187.46200000000002,02/2010,117.93299999999999,1,34.05,-116.55
9842,32.468,269.249,03/2010,188.602,2,34.05,-116.55
9843,44.753,259.337,04/2010,217.22,3,34.05,-116.55
9844,44.542,299.204,05/2010,249.547,4,34.05,-116.55
9845,39.071,316.809,06/2010,257.262,5,34.05,-116.55
9846,39.025999999999996,306.774,07/2010,251.668,6,34.05,-116.55
9847,39.413000000000004,292.288,08/2010,234.204,7,34.05,-116.55
9848,32.54,261.903,09/2010,193.765,8,34.05,-116.55
9849,33.943000000000005,215.267,10/2010,148.401,9,34.05,-116.55
9850,19.908,226.322,11/2010,119.565,10,34.05,-116.55
9851,22.480999999999998,163.847,12/2010,88.36399999999999,11,34.05,-116.55
9852,29.191999999999997,144.947,01/2010,92.208,0,34.05,-117.15
9853,34.468,140.395,02/2010,104.535,1,34.05,-117.15
9854,45.677,213.52,03/2010,172.084,2,34.05,-117.15
9855,54.14,213.976,04/2010,197.976,3,34.05,-117.15
9856,59.413999999999994,250.43900000000002,05/2010,236.763,4,34.05,-117.15
9857,51.178999999999995,270.933,06/2010,246.985,5,34.05,-117.15
9858,50.07,270.83299999999997,07/2010,245.713,6,34.05,-117.15
9859,48.666000000000004,265.841,08/2010,230.429,7,34.05,-117.15
9860,40.695,224.227,09/2010,181.368,8,34.05,-117.15
9861,42.852,137.082,10/2010,118.006,9,34.05,-117.15
9862,25.872,183.42700000000002,11/2010,108.29,10,34.05,-117.15
9863,25.28,130.362,12/2010,78.263,11,34.05,-117.15
9864,31.183000000000003,133.134,01/2010,89.15700000000001,0,34.05,-117.35
9865,38.717,137.415,02/2010,107.508,1,34.05,-117.35
9866,51.685,200.903,03/2010,170.47400000000002,2,34.05,-117.35
9867,57.583,219.36,04/2010,203.41299999999998,3,34.05,-117.35
