,DHI,DNI,Date,GHI,Unnamed: 0,lat,log
906,54.726000000000006,249.928,07/2007,228.55200000000002,6,33.75,-116.55
907,51.693999999999996,227.942,08/2007,205.25099999999998,7,33.75,-116.55
908,42.092,226.713,09/2007,181.037,8,33.75,-116.55
909,33.814,224.49200000000002,10/2007,154.744,9,33.75,-116.55
910,29.112,177.338,11/2007,109.285,10,33.75,-116.55
911,25.851999999999997,177.637,12/2007,97.22,11,33.75,-116.55
912,26.989,178.95,01/2007,105.07799999999999,0,33.75,-117.05
913,38.507,136.466,02/2007,106.56200000000001,1,33.75,-117.05
914,46.77,214.81099999999998,03/2007,175.132,2,33.75,-117.05
915,56.082,187.15599999999998,04/2007,182.253,3,33.75,-117.05
916,58.278999999999996,243.59799999999998,05/2007,236.604,4,33.75,-117.05
917,52.839,274.032,06/2007,251.06599999999997,5,33.75,-117.05
918,55.622,260.10200000000003,07/2007,244.176,6,33.75,-117.05
919,49.403,246.01,08/2007,220.737,7,33.75,-117.05
920,42.97,212.762,09/2007,178.605,8,33.75,-117.05
921,38.673,192.951,10/2007,145.654,9,33.75,-117.05
922,29.956999999999997,169.826,11/2007,108.512,10,33.75,-117.05
923,25.085,172.015,12/2007,95.3,11,33.75,-117.05
924,29.049,174.043,01/2007,105.199,0,33.75,-117.25
925,39.306,141.955,02/2007,110.73100000000001,1,33.75,-117.25
926,49.11,209.61599999999999,03/2007,175.80900000000003,2,33.75,-117.25
927,54.996,194.294,04/2007,186.449,3,33.75,-117.25
928,60.474,236.66099999999997,05/2007,234.74,4,33.75,-117.25
929,57.736000000000004,261.66200000000003,06/2007,249.187,5,33.75,-117.25
930,59.207,252.051,07/2007,242.993,6,33.75,-117.25
931,52.294,243.34400000000002,08/2007,221.99,7,33.75,-117.25
932,45.025,202.93200000000002,09/2007,174.195,8,33.75,-117.25
933,39.266,190.315,10/2007,146.556,9,33.75,-117.25
934,30.724,167.324,11/2007,108.448,10,33.75,-117.25
935,27.355999999999998,162.33700000000002,12/2007,93.677,11,33.75,-117.25
936,34.397,148.416,01/2007,100.212,0,33.75,-117.75
937,42.128,131.55100000000002,02/2007,110.285,1,33.75,-117.75
938,55.174,171.98,03/2007,161.506,2,33.75,-117.75
939,61.897,170.06099999999998,04/2007,179.125,3,33.75,-117.75
940,70.0,191.98,05/2007,215.16400000000002,4,33.75,-117.75
941,69.63,212.373,06/2007,233.285,5,33.75,-117.75
942,68.757,216.56400000000002,07/2007,234.06,6,33.75,-117.75
943,61.272,212.479,08/2007,216.08900000000003,7,33.75,-117.75
944,52.233999999999995,190.672,09/2007,177.063,8,33.75,-117.75
945,44.696999999999996,169.579,10/2007,140.809,9,33.75,-117.75
946,37.699,122.257,11/2007,96.17,10,33.75,-117.75
947,32.175,138.455,12/2007,89.834,11,33.75,-117.75
948,34.515,145.798,01/2007,98.762,0,33.75,-117.85
949,41.056999999999995,141.009,02/2007,113.99,1,33.75,-117.85
950,55.308,169.96400000000003,03/2007,161.511,2,33.75,-117.85
951,61.733000000000004,171.229,04/2007,180.02700000000002,3,33.75,-117.85
952,71.512,182.855,05/2007,209.63400000000001,4,33.75,-117.85
953,71.89399999999999,203.24900000000002,06/2007,229.021,5,33.75,-117.85
954,71.107,207.582,07/2007,229.878,6,33.75,-117.85
955,64.107,207.266,08/2007,214.49599999999998,7,33.75,-117.85
956,52.747,190.981,09/2007,178.393,8,33.75,-117.85
957,45.732,170.479,10/2007,142.486,9,33.75,-117.85
958,37.411,112.76899999999999,11/2007,91.065,10,33.75,-117.85
959,33.458,139.231,12/2007,91.2,11,33.75,-117.85
960,34.936,145.681,01/2007,99.162,0,33.75,-117.95
961,42.833999999999996,138.406,02/2007,115.335,1,33.75,-117.95
962,54.778999999999996,170.982,03/2007,161.90200000000002,2,33.75,-117.95
963,62.599,173.65200000000002,04/2007,183.14700000000002,3,33.75,-117.95
964,72.84899999999999,181.229,05/2007,209.247,4,33.75,-117.95
965,74.69,190.291,06/2007,222.002,5,33.75,-117.95
966,72.878,200.18200000000002,07/2007,225.667,6,33.75,-117.95
967,64.808,202.951,08/2007,212.582,7,33.75,-117.95
968,54.101000000000006,189.94,09/2007,179.433,8,33.75,-117.95
969,43.72,177.88099999999997,10/2007,145.093,9,33.75,-117.95
970,38.797,108.844,11/2007,90.07799999999999,10,33.75,-117.95
971,32.559,143.613,12/2007,92.74799999999999,11,33.75,-117.95
972,38.187,135.33,01/2007,97.89,0,33.75,-118.05
973,45.166000000000004,126.12100000000001,02/2007,111.33200000000001,1,33.75,-118.05
974,61.363,155.264,03/2007,157.708,2,33.75,-118.05
975,67.307,164.605,04/2007,180.88299999999998,3,33.75,-118.05
976,78.176,173.646,05/2007,208.38299999999998,4,33.75,-118.05
977,84.07799999999999,168.99099999999999,06/2007,214.47799999999998,5,33.75,-118.05
978,80.976,177.05599999999998,07/2007,216.393,6,33.75,-118.05
979,75.139,179.042,08/2007,204.979,7,33.75,-118.05
980,62.272,169.71,09/2007,173.449,8,33.75,-118.05
981,49.791000000000004,162.416,10/2007,141.764,9,33.75,-118.05
982,39.516999999999996,101.086,11/2007,87.146,10,33.75,-118.05
983,35.388000000000005,134.143,12/2007,91.617,11,33.75,-118.05
984,36.875,137.905,01/2007,98.368,0,33.75,-118.15
985,42.666000000000004,133.73,02/2007,113.289,1,33.75,-118.15
986,58.417,162.445,03/2007,160.73,2,33.75,-118.15
987,64.568,167.16299999999998,04/2007,180.446,3,33.75,-118.15
988,77.883,175.541,05/2007,209.65400000000002,4,33.75,-118.15
989,78.484,171.351,06/2007,212.02900000000002,5,33.75,-118.15
990,83.35700000000001,167.87900000000002,07/2007,211.108,6,33.75,-118.15
991,70.09899999999999,186.82,08/2007,207.058,7,33.75,-118.15
992,54.076,187.005,09/2007,178.30700000000002,8,33.75,-118.15
993,47.012,165.287,10/2007,142.05,9,33.75,-118.15
994,38.638000000000005,97.361,11/2007,84.669,10,33.75,-118.15
995,34.332,135.15,12/2007,91.726,11,33.75,-118.15
996,23.754,196.705,01/2007,108.456,0,33.85,-116.45
997,31.252,193.60299999999998,02/2007,127.31200000000001,1,33.85,-116.45
998,44.445,228.738,03/2007,179.40099999999998,2,33.85,-116.45
999,57.365,220.28400000000002,04/2007,205.938,3,33.85,-116.45
1000,58.042,272.23,05/2007,248.264,4,33.85,-116.45
1001,52.211999999999996,285.994,06/2007,252.388,5,33.85,-116.45
1002,61.967,237.547,07/2007,230.16400000000002,6,33.85,-116.45
1003,53.375,235.91299999999998,08/2007,213.50900000000001,7,33.85,-116.45
1004,39.846,235.62400000000002,09/2007,186.388,8,33.85,-116.45
1005,35.894,221.46,10/2007,154.906,9,33.85,-116.45
1006,28.893,179.003,11/2007,109.345,10,33.85,-116.45
1007,24.456,192.301,12/2007,101.55799999999999,11,33.85,-116.45
1008,28.374000000000002,175.78799999999998,01/2007,103.99600000000001,0,33.85,-116.55
1009,35.547,179.27700000000002,02/2007,125.302,1,33.85,-116.55
1010,48.935,215.989,03/2007,177.167,2,33.85,-116.55
1011,63.798,203.278,04/2007,200.331,3,33.85,-116.55
1012,66.845,249.393,05/2007,241.162,4,33.85,-116.55
1013,63.968,257.265,06/2007,244.06799999999998,5,33.85,-116.55
1014,63.056999999999995,232.995,07/2007,228.325,6,33.85,-116.55
1015,57.635,219.71900000000002,08/2007,205.727,7,33.85,-116.55
1016,47.705,211.82,09/2007,178.90200000000002,8,33.85,-116.55
1017,39.2,209.813,10/2007,153.352,9,33.85,-116.55
1018,30.705,176.31799999999998,11/2007,110.51299999999999,10,33.85,-116.55
1019,26.686,182.88299999999998,12/2007,100.435,11,33.85,-116.55
1020,28.601,179.394,01/2007,106.675,0,33.85,-117.25
1021,39.301,138.751,02/2007,109.01,1,33.85,-117.25
1022,48.751999999999995,208.56400000000002,03/2007,173.99400000000003,2,33.85,-117.25
1023,56.633,191.007,04/2007,186.352,3,33.85,-117.25
1024,60.981,232.187,05/2007,232.804,4,33.85,-117.25
1025,56.401,266.14599999999996,06/2007,251.356,5,33.85,-117.25
1026,60.161,251.47,07/2007,243.065,6,33.85,-117.25
1027,52.345,242.351,08/2007,220.93200000000002,7,33.85,-117.25
1028,46.321000000000005,203.692,09/2007,176.416,8,33.85,-117.25
1029,39.536,193.791,10/2007,147.566,9,33.85,-117.25
1030,32.105,165.40599999999998,11/2007,108.09,10,33.85,-117.25
1031,27.745,164.02,12/2007,95.04799999999999,11,33.85,-117.25
1032,33.482,149.455,01/2007,98.867,0,33.85,-117.55
1033,42.497,125.684,02/2007,105.86200000000001,1,33.85,-117.55
1034,56.325,176.054,03/2007,163.047,2,33.85,-117.55
1035,60.588,176.955,04/2007,181.933,3,33.85,-117.55
1036,73.805,205.196,05/2007,225.36,4,33.85,-117.55
1037,70.238,231.84599999999998,06/2007,243.18,5,33.85,-117.55
1038,69.548,227.351,07/2007,237.83,6,33.85,-117.55
1039,61.684,218.97400000000002,08/2007,218.36,7,33.85,-117.55
1040,54.227,183.9,09/2007,172.225,8,33.85,-117.55
1041,45.813,167.75599999999997,10/2007,138.923,9,33.85,-117.55
1042,36.923,137.361,11/2007,101.43299999999999,10,33.85,-117.55
1043,32.658,139.75799999999998,12/2007,90.164,11,33.85,-117.55
1044,33.735,148.499,01/2007,98.766,0,33.85,-117.75
1045,42.589,128.22899999999998,02/2007,108.294,1,33.85,-117.75
1046,54.493,175.73,03/2007,162.965,2,33.85,-117.75
1047,59.823,175.282,04/2007,180.743,3,33.85,-117.75
1048,70.968,194.507,05/2007,217.55599999999998,4,33.85,-117.75
1049,67.858,221.435,06/2007,237.312,5,33.85,-117.75
1050,68.472,222.25400000000002,07/2007,236.595,6,33.85,-117.75
1051,59.005,219.081,08/2007,218.28,7,33.85,-117.75
1052,51.223,196.24400000000003,09/2007,179.27599999999998,8,33.85,-117.75
1053,44.763999999999996,172.482,10/2007,141.418,9,33.85,-117.75
1054,36.859,126.28200000000001,11/2007,96.936,10,33.85,-117.75
1055,31.247,141.685,12/2007,90.397,11,33.85,-117.75
1056,34.11,146.82299999999998,01/2007,98.84700000000001,0,33.85,-117.85
1057,43.135,130.666,02/2007,110.044,1,33.85,-117.85
1058,55.244,171.86900000000003,03/2007,161.843,2,33.85,-117.85
1059,60.799,167.385,04/2007,175.90200000000002,3,33.85,-117.85
1060,72.625,184.865,05/2007,211.1,4,33.85,-117.85
1061,69.729,215.475,06/2007,234.572,5,33.85,-117.85
1062,69.527,218.31900000000002,07/2007,234.857,6,33.85,-117.85
1063,63.681000000000004,210.892,08/2007,216.614,7,33.85,-117.85
1064,52.585,189.868,09/2007,176.355,8,33.85,-117.85
1065,46.037,167.265,10/2007,140.24200000000002,9,33.85,-117.85
1066,37.61,119.774,11/2007,94.743,10,33.85,-117.85
1067,32.167,136.543,12/2007,89.197,11,33.85,-117.85
1068,34.717,147.974,01/2007,100.162,0,33.85,-118.05
1069,42.161,136.767,02/2007,113.557,1,33.85,-118.05
1070,54.917,168.80900000000003,03/2007,160.503,2,33.85,-118.05
1071,61.893,169.59,04/2007,178.773,3,33.85,-118.05
1072,73.443,181.57,05/2007,209.831,4,33.85,-118.05
1073,72.602,199.104,06/2007,226.285,5,33.85,-118.05
1074,72.693,206.89,07/2007,230.394,6,33.85,-118.05
1075,64.543,204.47799999999998,08/2007,213.324,7,33.85,-118.05
1076,53.093999999999994,192.87400000000002,09/2007,180.09,8,33.85,-118.05
1077,46.141999999999996,170.847,10/2007,142.809,9,33.85,-118.05
1078,37.88,114.427,11/2007,92.574,10,33.85,-118.05
1079,32.434,140.911,12/2007,90.96799999999999,11,33.85,-118.05
1080,35.492,144.733,01/2007,98.995,0,33.85,-118.15
1081,42.148,132.165,02/2007,110.654,1,33.85,-118.15
1082,55.318000000000005,168.02200000000002,03/2007,160.64,2,33.85,-118.15
1083,65.792,162.661,04/2007,179.82,3,33.85,-118.15
1084,74.37100000000001,181.359,05/2007,210.576,4,33.85,-118.15
1085,72.483,198.627,06/2007,226.112,5,33.85,-118.15
1086,72.933,209.31,07/2007,232.238,6,33.85,-118.15
1087,66.368,202.425,08/2007,213.09099999999998,7,33.85,-118.15
1088,54.766000000000005,185.99900000000002,09/2007,176.93400000000003,8,33.85,-118.15
1089,45.438,174.628,10/2007,144.559,9,33.85,-118.15
1090,37.213,115.60700000000001,11/2007,92.571,10,33.85,-118.15
1091,33.259,140.809,12/2007,92.07700000000001,11,33.85,-118.15
1092,35.315,145.566,01/2007,99.24700000000001,0,33.85,-118.25
1093,42.472,131.688,02/2007,111.38799999999999,1,33.85,-118.25
1094,56.062,164.502,03/2007,159.018,2,33.85,-118.25
1095,61.685,175.588,04/2007,183.12599999999998,3,33.85,-118.25
1096,73.609,183.75099999999998,05/2007,212.27200000000002,4,33.85,-118.25
1097,72.373,195.37,06/2007,223.516,5,33.85,-118.25
1098,72.499,209.15400000000002,07/2007,231.955,6,33.85,-118.25
1099,64.494,203.63099999999997,08/2007,212.065,7,33.85,-118.25
1100,53.676,183.301,09/2007,174.265,8,33.85,-118.25
1101,47.848,167.979,10/2007,142.982,9,33.85,-118.25
1102,38.821999999999996,110.60600000000001,11/2007,91.385,10,33.85,-118.25
1103,32.653,141.023,12/2007,92.075,11,33.85,-118.25
1104,34.643,149.143,01/2007,100.33200000000001,0,33.85,-118.35
1105,43.148,135.689,02/2007,114.7,1,33.85,-118.35
1106,58.873999999999995,156.144,03/2007,156.813,2,33.85,-118.35
1107,63.099,172.88,04/2007,183.575,3,33.85,-118.35
1108,76.933,174.52599999999998,05/2007,208.636,4,33.85,-118.35
1109,75.207,185.641,06/2007,218.41,5,33.85,-118.35
1110,81.405,187.918,07/2007,225.33599999999998,6,33.85,-118.35
1111,71.557,183.266,08/2007,205.108,7,33.85,-118.35
1112,57.165,174.639,09/2007,172.27900000000002,8,33.85,-118.35
1113,48.617,166.717,10/2007,143.15,9,33.85,-118.35
1114,38.981,100.765,11/2007,86.615,10,33.85,-118.35
1115,33.973,136.042,12/2007,90.67399999999999,11,33.85,-118.35
1116,33.113,151.246,01/2007,100.51100000000001,0,33.85,-118.45
1117,41.026,135.52100000000002,02/2007,113.715,1,33.85,-118.45
1118,57.854,148.834,03/2007,150.688,2,33.85,-118.45
1119,63.518,163.618,04/2007,178.394,3,33.85,-118.45
1120,81.66,151.029,05/2007,197.59900000000002,4,33.85,-118.45
1121,77.347,170.06799999999998,06/2007,209.08,5,33.85,-118.45
1122,80.57,168.543,07/2007,211.399,6,33.85,-118.45
1123,68.12,185.75,08/2007,204.81,7,33.85,-118.45
1124,51.382,190.085,09/2007,178.171,8,33.85,-118.45
1125,45.243,170.558,10/2007,143.203,9,33.85,-118.45
1126,37.611,91.336,11/2007,80.445,10,33.85,-118.45
1127,31.424,144.19,12/2007,92.47399999999999,11,33.85,-118.45
1128,22.15,198.65599999999998,01/2007,107.35799999999999,0,33.95,-116.95
1129,33.871,140.203,02/2007,102.32600000000001,1,33.95,-116.95
1130,42.153999999999996,231.393,03/2007,178.17700000000002,2,33.95,-116.95
1131,53.511,191.345,04/2007,182.02,3,33.95,-116.95
1132,51.582,271.397,05/2007,243.92700000000002,4,33.95,-116.95
1133,46.475,293.134,06/2007,254.577,5,33.95,-116.95
1134,51.722,270.89799999999997,07/2007,245.797,6,33.95,-116.95
1135,42.501999999999995,263.652,08/2007,224.153,7,33.95,-116.95
1136,39.904,220.437,09/2007,177.41099999999997,8,33.95,-116.95
1137,31.938000000000002,214.614,10/2007,148.313,9,33.95,-116.95
1138,27.844,179.523,11/2007,109.272,10,33.95,-116.95
1139,24.334,171.635,12/2007,93.243,11,33.95,-116.95
1140,24.993000000000002,189.05599999999998,01/2007,106.74600000000001,0,33.95,-117.05
1141,35.905,135.376,02/2007,102.945,1,33.95,-117.05
1142,43.912,222.61900000000003,03/2007,175.84599999999998,2,33.95,-117.05
1143,56.792,185.47099999999998,04/2007,181.935,3,33.95,-117.05
1144,55.183,258.258,05/2007,241.672,4,33.95,-117.05
1145,50.051,286.552,06/2007,254.72299999999998,5,33.95,-117.05
1146,52.323,268.79900000000004,07/2007,246.12400000000002,6,33.95,-117.05
1147,45.70399999999999,259.483,08/2007,224.334,7,33.95,-117.05
1148,41.418,215.058,09/2007,176.628,8,33.95,-117.05
1149,36.989000000000004,199.72799999999998,10/2007,146.41899999999998,9,33.95,-117.05
1150,29.912,169.692,11/2007,107.04,10,33.95,-117.05
1151,25.698,170.795,12/2007,95.073,11,33.95,-117.05
1152,31.79,165.98,01/2007,104.514,0,33.95,-117.45
1153,42.323,134.143,02/2007,110.25200000000001,1,33.95,-117.45
1154,51.041000000000004,190.52700000000002,03/2007,167.528,2,33.95,-117.45
1155,59.355,182.122,04/2007,184.775,3,33.95,-117.45
1156,66.75399999999999,211.623,05/2007,224.688,4,33.95,-117.45
1157,63.315,242.144,06/2007,244.458,5,33.95,-117.45
1158,64.461,242.995,07/2007,243.84099999999998,6,33.95,-117.45
1159,57.141000000000005,227.893,08/2007,220.06400000000002,7,33.95,-117.45
1160,50.248999999999995,197.929,09/2007,178.03099999999998,8,33.95,-117.45
1161,42.593999999999994,175.378,10/2007,140.431,9,33.95,-117.45
1162,35.304,139.822,11/2007,100.772,10,33.95,-117.45
1163,30.3,149.405,12/2007,92.387,11,33.95,-117.45
1164,32.287,153.988,01/2007,99.869,0,33.95,-117.65
1165,42.31399999999999,128.928,02/2007,108.296,1,33.95,-117.65
1166,53.318999999999996,182.954,03/2007,165.581,2,33.95,-117.65
1167,60.361999999999995,175.115,04/2007,179.641,3,33.95,-117.65
1168,71.189,202.46400000000003,05/2007,223.351,4,33.95,-117.65
1169,68.685,228.033,06/2007,240.954,5,33.95,-117.65
1170,69.77,228.202,07/2007,239.643,6,33.95,-117.65
1171,62.007,219.06099999999998,08/2007,218.847,7,33.95,-117.65
1172,51.757,193.011,09/2007,176.791,8,33.95,-117.65
1173,45.696000000000005,167.27599999999998,10/2007,139.292,9,33.95,-117.65
1174,36.228,132.349,11/2007,99.071,10,33.95,-117.65
1175,31.145,145.07399999999998,12/2007,91.43,11,33.95,-117.65
1176,33.328,151.958,01/2007,100.194,0,33.95,-117.85
1177,41.31100000000001,123.56700000000001,02/2007,104.43799999999999,1,33.95,-117.85
1178,53.755,175.571,03/2007,162.063,2,33.95,-117.85
1179,61.324,167.002,04/2007,175.83900000000003,3,33.95,-117.85
1180,72.51100000000001,189.546,05/2007,213.74900000000002,4,33.95,-117.85
1181,67.962,219.576,06/2007,235.095,5,33.95,-117.85
1182,67.861,226.885,07/2007,238.32299999999998,6,33.95,-117.85
1183,62.695,213.887,08/2007,217.03799999999998,7,33.95,-117.85
1184,50.131,196.09900000000002,09/2007,178.392,8,33.95,-117.85
1185,45.152,171.322,10/2007,140.97299999999998,9,33.95,-117.85
1186,35.891999999999996,124.02799999999999,11/2007,94.964,10,33.95,-117.85
1187,31.338,141.755,12/2007,89.994,11,33.95,-117.85
1188,33.873000000000005,147.643,01/2007,98.53,0,33.95,-117.95
1189,41.684,127.585,02/2007,106.727,1,33.95,-117.95
1190,54.211000000000006,171.892,03/2007,160.4,2,33.95,-117.95
1191,60.136,170.06400000000002,04/2007,177.062,3,33.95,-117.95
1192,71.127,189.01,05/2007,212.30200000000002,4,33.95,-117.95
1193,67.972,215.793,06/2007,233.111,5,33.95,-117.95
1194,68.171,223.382,07/2007,236.782,6,33.95,-117.95
1195,64.096,211.687,08/2007,217.355,7,33.95,-117.95
1196,51.708,192.435,09/2007,177.835,8,33.95,-117.95
1197,45.187,173.22400000000002,10/2007,142.91299999999998,9,33.95,-117.95
1198,36.067,120.698,11/2007,93.57600000000001,10,33.95,-117.95
1199,30.683000000000003,142.134,12/2007,89.42399999999999,11,33.95,-117.95
1200,34.748000000000005,144.33100000000002,01/2007,97.809,0,33.95,-118.05
1201,42.181000000000004,129.915,02/2007,108.77,1,33.95,-118.05
1202,54.476000000000006,170.352,03/2007,160.048,2,33.95,-118.05
1203,62.268,165.338,04/2007,175.553,3,33.95,-118.05
1204,74.89,181.53599999999997,05/2007,210.437,4,33.95,-118.05
1205,71.362,207.52599999999998,06/2007,230.764,5,33.95,-118.05
1206,70.49600000000001,219.585,07/2007,236.354,6,33.95,-118.05
1207,65.31,207.351,08/2007,214.56,7,33.95,-118.05
1208,53.618,191.775,09/2007,178.387,8,33.95,-118.05
1209,46.225,169.576,10/2007,141.112,9,33.95,-118.05
1210,36.873000000000005,122.163,11/2007,94.90799999999999,10,33.95,-118.05
1211,31.988000000000003,143.82,12/2007,91.564,11,33.95,-118.05
1212,33.246,146.014,01/2007,97.36,0,33.95,-118.15
1213,40.895,136.30100000000002,02/2007,111.38,1,33.95,-118.15
1214,55.077,167.854,03/2007,159.233,2,33.95,-118.15
1215,61.148999999999994,171.868,04/2007,179.68099999999998,3,33.95,-118.15
1216,73.893,183.021,05/2007,211.2,4,33.95,-118.15
1217,70.087,208.445,06/2007,230.08599999999998,5,33.95,-118.15
1218,70.61399999999999,219.736,07/2007,237.11,6,33.95,-118.15
1219,63.968,209.372,08/2007,214.92,7,33.95,-118.15
1220,54.143,186.918,09/2007,176.923,8,33.95,-118.15
1221,44.838,177.84099999999998,10/2007,144.872,9,33.95,-118.15
1222,36.685,121.632,11/2007,94.35,10,33.95,-118.15
1223,31.234,146.016,12/2007,92.02,11,33.95,-118.15
1224,34.96,142.952,01/2007,98.054,0,33.95,-118.35
1225,42.361999999999995,139.041,02/2007,115.713,1,33.95,-118.35
1226,55.505,164.74200000000002,03/2007,158.289,2,33.95,-118.35
1227,63.056000000000004,173.37400000000002,04/2007,184.12400000000002,3,33.95,-118.35
1228,75.443,177.90900000000002,05/2007,211.882,4,33.95,-118.35
1229,73.58,190.946,06/2007,220.38099999999997,5,33.95,-118.35
1230,75.861,201.239,07/2007,229.926,6,33.95,-118.35
1231,66.874,201.53099999999998,08/2007,213.209,7,33.95,-118.35
1232,52.946000000000005,190.606,09/2007,178.574,8,33.95,-118.35
1233,45.206,177.979,10/2007,145.687,9,33.95,-118.35
1234,39.28,109.979,11/2007,91.415,10,33.95,-118.35
1235,31.734,144.619,12/2007,91.88600000000001,11,33.95,-118.35
1236,33.726,144.836,01/2007,98.05799999999999,0,33.95,-118.45
1237,41.552,134.174,02/2007,112.831,1,33.95,-118.45
1238,57.195,152.42,03/2007,152.122,2,33.95,-118.45
1239,66.01,158.899,04/2007,178.545,3,33.95,-118.45
1240,79.313,165.877,05/2007,205.49900000000002,4,33.95,-118.45
1241,78.22,174.16400000000002,06/2007,213.24599999999998,5,33.95,-118.45
1242,79.527,176.85,07/2007,216.141,6,33.95,-118.45
1243,67.22800000000001,193.016,08/2007,208.40599999999998,7,33.95,-118.45
1244,51.731,190.013,09/2007,178.175,8,33.95,-118.45
1245,45.481,168.762,10/2007,142.045,9,33.95,-118.45
1246,37.571999999999996,94.339,11/2007,81.443,10,33.95,-118.45
1247,31.693,143.27100000000002,12/2007,91.859,11,33.95,-118.45
1248,19.942,212.84599999999998,01/2007,110.76899999999999,0,34.05,-116.55
1249,26.409000000000002,211.71900000000002,02/2007,129.243,1,34.05,-116.55
1250,36.968,250.387,03/2007,182.31799999999998,2,34.05,-116.55
1251,49.718,246.292,04/2007,213.34599999999998,3,34.05,-116.55
1252,44.792,305.645,05/2007,256.072,4,34.05,-116.55
1253,39.989000000000004,314.61,06/2007,259.341,5,34.05,-116.55
1254,45.24100000000001,276.107,07/2007,240.37599999999998,6,34.05,-116.55
1255,40.546,267.647,08/2007,220.985,7,34.05,-116.55
1256,34.64,249.78,09/2007,187.63299999999998,8,34.05,-116.55
1257,28.861,240.895,10/2007,157.787,9,34.05,-116.55
1258,23.488000000000003,196.294,11/2007,111.64200000000001,10,34.05,-116.55
1259,20.44,205.31900000000002,12/2007,102.523,11,34.05,-116.55
1260,24.961,189.71599999999998,01/2007,106.88600000000001,0,34.05,-117.15
1261,36.806,135.0,02/2007,102.465,1,34.05,-117.15
1262,45.376999999999995,216.03900000000002,03/2007,174.138,2,34.05,-117.15
1263,55.263999999999996,185.584,04/2007,181.453,3,34.05,-117.15
1264,56.318000000000005,246.56400000000002,05/2007,236.84900000000002,4,34.05,-117.15
1265,50.652,283.64599999999996,06/2007,254.9,5,34.05,-117.15
1266,54.018,267.137,07/2007,247.172,6,34.05,-117.15
1267,46.68899999999999,257.181,08/2007,225.35,7,34.05,-117.15
1268,40.943000000000005,217.197,09/2007,178.578,8,34.05,-117.15
1269,37.084,197.296,10/2007,145.494,9,34.05,-117.15
1270,28.859,174.345,11/2007,108.596,10,34.05,-117.15
1271,24.486,169.31599999999997,12/2007,93.417,11,34.05,-117.15
1272,30.098000000000003,170.313,01/2007,104.53200000000001,0,34.05,-117.35
1273,40.746,131.018,02/2007,105.656,1,34.05,-117.35
1274,49.351000000000006,197.202,03/2007,169.007,2,34.05,-117.35
1275,59.471000000000004,177.00599999999997,04/2007,180.801,3,34.05,-117.35
1276,64.516,217.417,05/2007,225.833,4,34.05,-117.35
1277,59.791000000000004,255.21400000000003,06/2007,248.329,5,34.05,-117.35
1278,59.573,254.773,07/2007,246.55900000000003,6,34.05,-117.35
1279,54.773999999999994,235.532,08/2007,220.136,7,34.05,-117.35
1280,47.26,204.58900000000003,09/2007,178.34400000000002,8,34.05,-117.35
1281,40.804,179.294,10/2007,139.97799999999998,9,34.05,-117.35
1282,32.607,156.694,11/2007,105.09899999999999,10,34.05,-117.35
1283,27.693,157.88299999999998,12/2007,92.625,11,34.05,-117.35
1284,31.836,163.011,01/2007,103.27,0,34.05,-117.45
1285,40.736,136.002,02/2007,109.141,1,34.05,-117.45
1286,50.15,193.106,03/2007,166.93200000000002,2,34.05,-117.45
1287,61.325,169.36700000000002,04/2007,178.50799999999998,3,34.05,-117.45
1288,66.942,211.99200000000002,05/2007,224.15099999999998,4,34.05,-117.45
1289,63.652,246.958,06/2007,246.53099999999998,5,34.05,-117.45
1290,63.097,247.99400000000003,07/2007,245.39700000000002,6,34.05,-117.45
1291,55.867,234.71200000000002,08/2007,221.67700000000002,7,34.05,-117.45
1292,46.78,205.217,09/2007,178.868,8,34.05,-117.45
1293,42.342,177.399,10/2007,141.158,9,34.05,-117.45
1294,34.102,146.529,11/2007,102.21700000000001,10,34.05,-117.45
1295,30.138,151.319,12/2007,91.994,11,34.05,-117.45
1296,33.181999999999995,155.362,01/2007,101.134,0,34.05,-117.55
1297,42.166000000000004,122.99,02/2007,104.465,1,34.05,-117.55
1298,51.255,189.862,03/2007,167.127,2,34.05,-117.55
1299,60.25899999999999,169.41099999999997,04/2007,177.533,3,34.05,-117.55
1300,70.039,206.44299999999998,05/2007,223.93099999999998,4,34.05,-117.55
1301,65.882,238.69299999999998,06/2007,243.88,5,34.05,-117.55
1302,65.847,240.899,07/2007,243.899,6,34.05,-117.55
1303,58.78,227.796,08/2007,219.99,7,34.05,-117.55
1304,49.592,197.487,09/2007,177.143,8,34.05,-117.55
1305,44.467,171.324,10/2007,139.861,9,34.05,-117.55
1306,35.304,138.48,11/2007,99.821,10,34.05,-117.55
1307,31.871,141.613,12/2007,90.056,11,34.05,-117.55
1308,31.011,159.421,01/2007,101.225,0,34.05,-117.65
1309,41.331,124.523,02/2007,104.64200000000001,1,34.05,-117.65
1310,49.88399999999999,192.832,03/2007,167.438,2,34.05,-117.65
1311,58.483000000000004,174.46400000000003,04/2007,178.75,3,34.05,-117.65
1312,68.84,206.084,05/2007,222.88099999999997,4,34.05,-117.65
1313,63.835,241.71900000000002,06/2007,244.264,5,34.05,-117.65
1314,63.736000000000004,247.233,07/2007,246.075,6,34.05,-117.65
1315,57.747,229.48,08/2007,220.543,7,34.05,-117.65
1316,48.434,199.122,09/2007,177.75099999999998,8,34.05,-117.65
1317,42.262,173.68400000000003,10/2007,139.292,9,34.05,-117.65
