Application Number,Program,Host Customer Physical Address City,Host Customer Physical Address County,ZipCode,Production Period End Date,Period kWh Production,latitude,longtitude,month,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,9/16/2014,10706,32.6387,-117.0669,Sep-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20140901,0,-9999,0,-9999,350,144,276,201,238
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/1/2014,47413,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/1/2014,106950,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/16/2014,6484,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/16/2014,49686,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-15981,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/16/2014,13534,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/1/2014,11448,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/16/2014,42666,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/16/2014,26208,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,10/16/2014,7017,32.6387,-117.0669,Oct-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141001,0,-9999,0,-9999,344,128,260,164,212
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/1/2014,37334,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/1/2014,82911,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/16/2014,5262,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/16/2014,40216,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/1/2014,11163,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/16/2014,33592,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/1/2014,20906,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/16/2014,21245,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,11/16/2014,6436,32.6387,-117.0669,Nov-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141101,84,-9999,105,-9999,317,78,239,125,182
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/1/2014,35125,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/1/2014,73668,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/16/2014,4307,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/16/2014,33785,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/1/2014,11752,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/16/2014,27928,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/1/2014,18451,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/16/2014,18034,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/1/2014,78953,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,12/16/2014,5141,32.6387,-117.0669,Dec-14,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20141201,249,-9999,907,-9999,261,33,197,111,154
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/1/2015,26178,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/1/2015,55645,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/16/2015,4370,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/16/2015,34695,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/1/2015,9037,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/16/2015,28467,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/1/2015,13815,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/16/2015,17940,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/1/2015,47417,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,1/16/2015,5185,32.6387,-117.0669,Jan-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150101,76,-9999,107,-9999,272,28,212,100,156
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/1/2015,29026,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/1/2015,66379,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/16/2015,5482,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/16/2015,41104,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/1/2015,10367,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/16/2015,35814,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/1/2015,16589,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/16/2015,22256,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/1/2015,66715,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,2/16/2015,6424,32.6387,-117.0669,Feb-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150201,74,-9999,87,-9999,306,89,218,119,169
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/1/2015,36952,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/1/2015,78860,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/16/2015,6101,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/16/2015,49411,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/1/2015,12194,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/16/2015,38209,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/1/2015,20055,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/16/2015,25257,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/1/2015,117496,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/16/2015,6590,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-22237,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,3/16/2015,9990,32.6387,-117.0669,Mar-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150301,114,-9999,221,-9999,339,78,238,135,186
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/1/2015,48967,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/1/2015,106274,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,8836,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,73712,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-15981,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,47079,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/1/2015,18727,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,54484,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/1/2015,27473,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,37064,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/1/2015,170603,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,10898,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-22237,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,4/16/2015,14884,32.6387,-117.0669,Apr-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150401,8,-9999,22,-9999,300,117,221,137,179
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/1/2015,51860,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/1/2015,113494,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,8307,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,63256,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-15981,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,40473,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/1/2015,19151,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,49135,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/1/2015,29834,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,31304,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/1/2015,183317,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,10364,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-22237,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,5/16/2015,13349,32.6387,-117.0669,May-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150501,165,-9999,266,-9999,283,111,199,148,173
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/1/2015,46592,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/1/2015,100611,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,8340,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,68241,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-15981,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,35449,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/1/2015,18253,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,47736,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/1/2015,26966,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-15991,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,35403,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/1/2015,167308,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,10296,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-22237,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,6/16/2015,14351,32.6387,-117.0669,Jun-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150601,3,-9999,3,-9999,300,144,228,173,201
SD-CSI-05529,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/1/2015,46318,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-06959,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/1/2015,110302,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-07915,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/16/2015,8373,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-07917,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/16/2015,70111,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-15981,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/16/2015,41202,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-15983,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/1/2015,19195,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-15987,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/16/2015,50530,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-15988,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/1/2015,26939,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-17300,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/1/2015,182178,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
SD-CSI-17680,Large Commercial (>= 10 kW),Chula Vista,San Diego,91910,7/16/2015,10342,32.6387,-117.0669,Jul-15,GHCND:USC00041758,CHULA VISTA CA US,17.1,32.64,-117.0858,20150701,224,-9999,300,-9999,294,161,246,191,219
